,Car_Name,Car_details,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Year_of_Manufacture,Steering_Type,Car_price
237,2015 Honda City i VTEC V,"74,481 kms • Petrol • Manual",1497 ,17.4,5,Red,117.3,Disc,Drum,510-litres,1495,1695,4440,-,195 Kmph,Third Owner,2015,Power,₹ 5.75 Lakh
238,2021 MG Hector Plus Smart Diesel MT,"24,566 kms • Diesel • Manual",1956 ,16.56,6,Black,167.67,Disc,Disc,155 L,1760,1835,4720,-,-,First Owner,2021,-,₹ 18.17 Lakh
239,2014 Honda Amaze S i-Vtech,"80,602 kms • Petrol • Manual",1198 ,18,5,U TITANIUM,86.7,Disc,Drum,400-litres,1505,1680,3990,-,160 Kmph,First Owner,2014,Power,₹ 4.30 Lakh
240,2014 Hyundai EON Magna Plus,"30,283 kms • Petrol • Manual",814 ,21.1,5,White,55.2,Disc,Drum,215-litres,1500,1550,3495,-,135 Kmph,First Owner,2014,Power,₹ 3.15 Lakh
241,2016 Skoda Octavia 1.8 TSI AT Style,"85,000 kms • Petrol • Automatic",1798 ,15.1,5,Red,178,Disc,Disc,590,1476,1814,4670,1860,220 Kmph,First Owner,2016,Power,₹ 12 Lakh
242,2016 Ford Ecosport 1.5 Diesel Titanium,"28,580 kms • Diesel • Manual",1498 ,21.7,5,Grey,98.96,Ventilated Disc,Drum,352-litres,1647,1765,3998,1690Kg,-,First Owner,2016,Electric,₹ 7.95 Lakh
243,2013 Toyota Fortuner 4x2 AT,"96,800 kms • Diesel • Automatic",2982 ,12.55,7,White,168.5,Ventilated Disc,Drum,296-litres,1850,1840,4705,2510,176 Kmph,First Owner,2013,Power,₹ 14.28 Lakh
244,2017 Honda City i VTEC V,"60,000 kms • Petrol • Manual",1497 ,17.8,5,White,117.3,Disc,Drum,510-litres,1495,1695,4440,-,195 Kmph,Second Owner,2017,Power,₹ 8 Lakh
245,2022 Maruti Vitara Brezza ZXI,"30,000 kms • Petrol • Manual",1462 ,17.03,5,Grey,103.26,Ventilated Disc,Drum,328,1640,1790,3995,1600,-,First Owner,2022,Electronic,₹ 11 Lakh
246,2019 Hyundai Creta 1.6 SX Option,"60,040 kms • Petrol • Manual",1591 ,15.8,5,White,121.3,Disc,Drum,400,1665,1780,4270,-,-,First Owner,2019,Power,₹ 11.95 Lakh
247,2018 Mahindra XUV500 W7 BSIV,"70,325 kms • Diesel • Manual",2179 ,15.1,7,White,152.87,Ventilated Disc,Disc,-,1785,1890,4585,2510,-,First Owner,2018,Power,₹ 13.34 Lakh
248,2017 Hyundai Grand i10 1.2 Kappa Asta,"34,246 kms • Petrol • Manual",1197 ,18.9,5,White,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,Second Owner,2017,Power,₹ 5.67 Lakh
249,2014 Toyota Fortuner 4x2 AT,"91,000 kms • Diesel • Automatic",2982 ,12.55,7,White,168.5,Ventilated Disc,Drum,296-litres,1850,1840,4705,2510,176 Kmph,First Owner,2014,Power,₹ 14.21 Lakh
250,2016 Hyundai i20 Asta 1.4 CRDi,"1,37,948 kms • Diesel • Manual",1396 ,22.54,5,Red,88.73,Disc,Drum,295-litres,1505,1734,3985,-,180 Kmph,First Owner,2016,Power,₹ 5.97 Lakh
251,2017 Mahindra XUV500 AT W10 FWD,"89,549 kms • Diesel • Automatic",2179 ,16,7,Black,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,First Owner,2017,Power,₹ 12.98 Lakh
252,2018 Hyundai Santro Asta BSIV,"56,128 kms • Petrol • Manual",1086 ,20.3,5,White,68,Disc,Drum,235,1560 ,1645 ,3610 ,-,-,First Owner,2018,Power,₹ 5.39 Lakh
253,2016 Hyundai i20 Asta 1.4 CRDi,"44,090 kms • Diesel • Manual",1396 ,22.54,5,White,88.73,Disc,Drum,295-litres,,,,-,180 Kmph,Second Owner,2016,Power,₹ 7.07 Lakh
254,2018 Ford Figo 1.5D Titanium MT,"94,603 kms • Diesel • Manual",1498 ,25.83,5,White,99,Ventilated Disc,Drum,257-litres,1525,1695,3886,-,170 Kmph,First Owner,2018,EPAS,₹ 6.06 Lakh
255,2015 Hyundai i20 Active 1.4 SX,"56,398 kms • Diesel • Manual",1396 ,21.19,5,White,88.73,Disc,Drum,285-litres,1555,1760,3995,-,165 Kmph,First Owner,2015,Power,₹ 6.56 Lakh
