,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Brand,Model,car_price,city_name,Car_age
3946,Petrol,21000.0,1368.0,Automatic,16.0,5.0,Black,160.0,Disc,Disc,1640.0,1818.0,4395.0,,186.0,Jeep,Compass,1590000.0,delhi-ncr,3.0
3947,Petrol,29000.0,1498.0,Automatic,17.5,5.0,Brown,99.6,Disc,Drum,1515.0,1695.0,4455.0,,165.0,Nissan,Sunny,585000.0,delhi-ncr,4.0
3948,Diesel,68652.0,2179.0,Manual,15.1,7.0,Black,140.0,Disc & Caliper Type,Disc & Caliper Type,1785.0,1890.0,4585.0,2450.0,175.0,Mahindra,XUV500,585000.0,delhi-ncr,8.0
3949,Diesel,82100.0,1968.0,Automatic,17.32,5.0,Silver,150.0,Disc,Disc,1608.0,2019.0,4388.0,2030.0,202.0,Audi,Q3,1625000.0,delhi-ncr,6.0
3950,Diesel,17000.0,2143.0,Automatic,19.27,5.0,White,167.62,Disc,Disc,1442.0,2020.0,4686.0,2135.0,233.0,Mercedes-Benz,New C-Class,2500000.0,delhi-ncr,6.0
3951,Petrol,41000.0,1591.0,Manual,17.0,5.0,White,121.3,Disc,Drum,1475.0,1729.0,4440.0,,,Hyundai,Verna,950000.0,delhi-ncr,3.0
3952,Diesel,27000.0,3198.0,Automatic,10.91,7.0,Red,197.0,Disc,Disc,1837.0,1860.0,4892.0,,160.0,Ford,Endeavour,3150000.0,delhi-ncr,3.0
3953,Diesel,61280.0,2494.0,Manual,12.99,8.0,Golden,100.6,Ventilated Disc,Leading-Trailing Drum,1760.0,1765.0,4585.0,2300.0,155.0,Toyota,Innova,900000.0,delhi-ncr,6.0
3954,Diesel,2600.0,2987.0,Automatic,17.0,5.0,Grey,254.8,Ventilated Disc,Disc,1494.0,1860.0,5063.0,,250.0,Mercedes-Benz,E-Class,5800000.0,delhi-ncr,3.0
3955,Petrol,45000.0,1197.0,Manual,18.9,5.0,White,81.86,Disc,Drum,1520.0,1660.0,3765.0,,,Hyundai,Grand i10,515000.00000000006,delhi-ncr,3.0
3956,Diesel,19000.0,1956.0,Manual,17.41,5.0,White,167.68,Disc,Disc,1760.0,1835.0,4655.0,,,MG,Hector,1925000.0,delhi-ncr,1.0
3957,Petrol,63000.0,1198.0,Manual,17.0,5.0,Grey,73.75,Disc,Drum,1483.0,1682.0,3995.0,,,Volkswagen,Ameo,445000.0,delhi-ncr,5.0
3958,Diesel,24000.0,1999.0,Automatic,16.38,5.0,Red,177.0,Disc,Disc,1651.0,2175.0,4731.0,2460.0,208.0,Jaguar,F-Pace,4350000.0,delhi-ncr,4.0
3959,Petrol,61284.0,1197.0,Manual,21.1,5.0,Blue,85.8,Ventilated Disc,Drum,1620.0,1680.0,3715.0,1520.0,156.0,Maruti,Ritz,195000.0,delhi-ncr,12.0
3960,Diesel,24000.0,1999.0,Automatic,16.38,5.0,Red,177.0,Disc,Disc,1651.0,2175.0,4731.0,2460.0,208.0,Jaguar,F-Pace,4350000.0,delhi-ncr,4.0
3961,Diesel,18000.0,2143.0,Automatic,17.9,5.0,Red,136.0,Disc,Disc,1432.0,2032.0,4630.0,2005.0,220.0,Mercedes-Benz,CLA,2800000.0,delhi-ncr,3.0
3962,Petrol,7000.0,1199.0,Manual,19.05,5.0,White,84.88,Disc,Drum,1523.0,1755.0,3990.0,,,Tata,Altroz,750000.0,delhi-ncr,1.0
3963,Petrol,57000.0,1798.0,Manual,14.28,5.0,Silver,138.03,Ventilated Disc,Solid Disc,1475.0,1776.0,4620.0,1650.0,200.0,Toyota,Corolla Altis,990000.0,delhi-ncr,6.0
3964,Petrol,60000.0,1373.0,Manual,17.5,7.0,Blue,91.1,Ventilated Disc,Drum,1685.0,1695.0,4296.0,,164.0,Maruti,Ertiga,685000.0,delhi-ncr,4.0
3965,Diesel,100000.0,2755.0,Automatic,12.9,7.0,Black,174.5,Ventilated Disc,Ventilated Disc,1835.0,1855.0,4795.0,2610.0,,Toyota,Fortuner,2650000.0,delhi-ncr,4.0
3966,Diesel,85000.0,1248.0,Manual,23.65,5.0,Grey,88.5,Ventilated Disc,Solid Disc,1595.0,1785.0,4300.0,1670.0,190.0,Maruti,SX4 S Cross,590000.0,delhi-ncr,6.0
3967,Diesel,5000.0,2993.0,Automatic,13.38,7.0,Black,261.5,Disc,Disc,1805.0,2000.0,5150.0,,,BMW,X7,11800000.0,delhi-ncr,1.0
3968,Petrol,55000.0,1798.0,Automatic,14.67,5.0,White,177.46,Disc,Disc,1483.0,1864.0,4861.0,2030.0,,Skoda,Superb,1700000.0,delhi-ncr,5.0
3969,Diesel,72000.0,2179.0,Manual,16.0,7.0,White,140.0,Disc,Disc,1785.0,1890.0,4585.0,2510.0,185.0,Mahindra,XUV500,675000.0,delhi-ncr,7.0
3970,Diesel,97000.0,1396.0,Manual,22.54,5.0,White,88.73,Disc,Drum,1505.0,1734.0,3985.0,,180.0,Hyundai,i20,540000.0,delhi-ncr,5.0
3971,Petrol,55000.0,1497.0,Manual,17.8,5.0,Silver,117.3,Disc,Drum,1495.0,1695.0,4440.0,,195.0,Honda,City,725000.0,delhi-ncr,4.0
3972,Petrol,88000.0,1497.0,Manual,16.8,5.0,Silver,116.4,Disc,Drum,1485.0,1695.0,4440.0,,,Honda,City,280000.0,delhi-ncr,12.0
3973,Diesel,42400.0,1461.0,Manual,19.87,5.0,Silver,83.8,Disc,Drum,1695.0,1822.0,4315.0,1777.0,156.0,Renault,Duster,725000.0,delhi-ncr,4.0
3974,Petrol,105000.0,1497.0,Manual,17.7,5.0,Black,78.0,Ventilated Disc,Drum,1495.0,1690.0,4390.0,,173.0,Honda,City,135000.0,delhi-ncr,14.0
3975,Petrol,38000.0,998.0,Manual,21.1,5.0,Blue,100.5,Disc,Disc,1510.0,1745.0,3995.0,1360.0,186.0,Maruti,Baleno RS,650000.0,delhi-ncr,4.0
3976,Diesel,51000.0,1968.0,Automatic,17.68,5.0,White,174.33,Ventilated Disc,Ventilated Disc,1455.0,2086.0,4915.0,2165.0,222.0,Audi,A6,1689999.9999999998,delhi-ncr,7.0
3977,Petrol,1400.0,1497.0,Automatic,18.45,5.0,White,113.42,Disc,Drum,1475.0,1729.0,4440.0,,,Hyundai,Verna,1335000.0,delhi-ncr,0.0
3978,Petrol,12000.0,2979.0,Automatic,10.37,2.0,White,306.0,Ventilated Disc,Ventilated Disc,1291.0,1790.0,4239.0,1855.0,250.0,BMW,Z4,3175000.0,delhi-ncr,10.0
3979,Diesel,72019.0,1248.0,Manual,28.09,5.0,Silver,88.5,Ventilated Disc,Drum,1485.0,1730.0,4490.0,1595.0,190.0,Maruti,Ciaz,645000.0,delhi-ncr,5.0
3980,Petrol,75000.0,1086.0,Manual,17.92,5.0,Red,62.1,Ventilated Disc,Drum,1590.0,1525.0,3565.0,,,Hyundai,Santro Xing,165000.0,delhi-ncr,11.0
3981,Diesel,41000.0,2987.0,Automatic,13.0,5.0,Grey,210.0,Ventilated Disc,Ventilated Disc,1473.0,1871.0,5206.0,2510.0,250.0,Mercedes-Benz,S-Class,1150000.0,delhi-ncr,12.0
3982,Diesel,56000.0,1461.0,Manual,19.87,5.0,Orange,83.8,Disc,Drum,1695.0,1822.0,4315.0,1777.0,156.0,Renault,Duster,648000.0,delhi-ncr,5.0
3983,Diesel,40002.0,1498.0,Manual,25.1,5.0,Red,98.6,Disc,Drum,1495.0,1695.0,4440.0,,190.0,Honda,City,690000.0,delhi-ncr,6.0
3984,Petrol,41000.0,1197.0,Manual,19.0,5.0,White,85.8,Ventilated Disc,Drum,,,,,169.0,Maruti,Swift Dzire Tour,350000.0,delhi-ncr,7.0
3985,Petrol,69000.0,1197.0,Manual,20.36,5.0,Silver,78.9,Ventilated Disc,Drum,1550.0,1595.0,3585.0,,,Hyundai,i10,210000.0,delhi-ncr,10.0
3986,Diesel,55012.0,1968.0,Automatic,20.38,5.0,White,143.0,Ventilated Disc,Disc,1416.0,1960.0,4456.0,1890.0,215.0,Audi,A3,1600000.0,delhi-ncr,6.0
3987,Diesel,82000.0,2179.0,Manual,15.1,7.0,White,140.0,Disc & Caliper Type,Disc & Caliper Type,1785.0,1890.0,4585.0,2450.0,175.0,Mahindra,XUV500,520000.0,delhi-ncr,8.0
3988,Petrol,35000.0,1197.0,Manual,18.9,5.0,Silver,81.86,Disc,Drum,1520.0,1660.0,3765.0,,,Hyundai,Grand i10,425000.0,delhi-ncr,5.0
3989,Petrol,11000.0,1591.0,Automatic,13.0,5.0,Silver,121.3,Disc,Drum,1630.0,1780.0,4270.0,,,Hyundai,Creta,1445000.0,delhi-ncr,2.0
3990,Petrol,7000.0,1197.0,Automatic,19.56,5.0,Grey,81.8,Disc,Drum,1510.0,1745.0,3995.0,1360.0,,Maruti,Baleno,715000.0,delhi-ncr,3.0
3991,Diesel,40000.0,1995.0,Automatic,20.68,5.0,White,190.0,Disc,Disc,1612.0,2060.0,4439.0,,219.0,BMW,X1,2500000.0,delhi-ncr,4.0
3992,Petrol,46000.0,799.0,Manual,22.3,5.0,Red,53.26,Disc,Drum,1474.0,1579.0,3731.0,,,Renault,KWID,250000.0,delhi-ncr,5.0
3993,Diesel,57000.0,1999.0,Automatic,16.38,5.0,Red,177.0,Disc,Disc,1651.0,2175.0,4731.0,2460.0,208.0,Jaguar,F-Pace,3850000.0,delhi-ncr,5.0
3994,Petrol,60000.0,1591.0,Manual,15.8,5.0,Red,121.3,Disc,Drum,1665.0,1780.0,4270.0,,,Hyundai,Creta,825000.0,delhi-ncr,4.0
3995,Petrol,34000.0,1462.0,Manual,20.65,5.0,Blue,103.25,Ventilated Disc,Drum,1485.0,1730.0,4490.0,1520.0,,Maruti,Ciaz,925000.0,delhi-ncr,2.0
3996,Petrol,11000.0,1197.0,Manual,20.4,5.0,White,81.8,Ventilated Disc,Drum,1530.0,1735.0,3840.0,1315.0,165.0,Maruti,Swift,520000.0,delhi-ncr,2.0
3997,Petrol,80000.0,1298.0,Manual,17.5,5.0,White,85.8,Ventilated Disc,Drum,1530.0,1690.0,4160.0,,,Maruti,Swift Dzire,345000.0,delhi-ncr,9.0
3998,Diesel,51000.0,2143.0,Automatic,14.21,5.0,White,203.0,Ventilated Disc,Ventilated Disc,1471.0,1854.0,4868.0,,242.0,Mercedes-Benz,E-Class,2075000.0,delhi-ncr,7.0
3999,Diesel,69439.0,1498.0,Manual,20.14,5.0,Orange,88.8,Disc,Drum,1469.0,1682.0,3971.0,1620.0,163.0,Volkswagen,Polo,240000.0,delhi-ncr,6.0
4000,Diesel,141920.0,1364.0,Manual,23.59,5.0,Silver,,,,,,,,,Toyota,Etios,176000.0,delhi-ncr,10.0
4001,Diesel,100687.0,1461.0,Manual,20.45,5.0,White,83.8,Ventilated Disc,Drum,1695.0,1822.0,4315.0,1758.0,,Renault,Duster,256999.99999999997,delhi-ncr,8.0
4002,Diesel,114676.0,1582.0,Manual,22.32,5.0,purle,126.3,Disc,Disc,1475.0,1700.0,4370.0,,,Hyundai,Verna,333000.0,delhi-ncr,8.0
4003,Petrol,56997.0,1061.0,Manual,18.9,5.0,S silver,67.0,Ventilated Disc,Drum,1700.0,1475.0,3595.0,1350.0,,Maruti,Wagon R,85000.0,delhi-ncr,14.0
4004,Diesel,15000.0,1950.0,Automatic,16.0,6.0,Black,160.92,Disc,Disc,1901.0,1928.0,5140.0,3100.0,195.0,Mercedes-Benz,V-Class,8500000.0,delhi-ncr,2.0
4005,Petrol,62555.0,1061.0,Manual,18.9,5.0,Silver,67.0,Ventilated Disc,Drum,1700.0,1475.0,3595.0,1350.0,,Maruti,Wagon R,75000.0,delhi-ncr,14.0
4006,Petrol,19000.0,4806.0,Automatic,11.9,5.0,White,550.0,Disc,Disc,1702.0,1954.0,4846.0,2880.0,283.0,Porsche,Cayenne,17700000.0,delhi-ncr,1.0
4007,Petrol,35000.0,1497.0,Manual,17.4,5.0,Grey,117.3,Disc,Drum,1495.0,1695.0,4440.0,,195.0,Honda,City,750000.0,delhi-ncr,6.0
4008,Diesel,149919.0,1199.0,Manual,22.07,5.0,Red,73.9,Disc,Drum,1453.0,1682.0,3970.0,,164.0,Volkswagen,Polo,224000.00000000003,delhi-ncr,9.0
4009,Petrol,146520.0,1798.0,Manual,14.53,5.0,White,138.1,Ventilated Disc,Solid Disc,1475.0,1776.0,4620.0,,205.0,Toyota,Corolla Altis,219000.0,delhi-ncr,11.0
4010,Diesel,68000.0,1968.0,Automatic,17.11,5.0,Red,174.33,Ventilated Disc,Disc,1427.0,2040.0,4701.0,2055.0,222.0,Audi,A4,1095000.0,delhi-ncr,8.0
4011,Petrol,17900.0,1998.0,Automatic,14.28,4.0,White,254.7,Disc,Disc,1538.0,1902.0,5091.0,2410.0,250.0,BMW,6 Series,5300000.0,delhi-ncr,2.0
4012,Petrol,93031.0,1086.0,Manual,17.0,5.0,White,,,,,,,,,Hyundai,Santro Xing,72000.0,delhi-ncr,14.0
4013,Petrol,39000.0,1998.0,Automatic,14.28,4.0,White,254.7,Disc,Disc,1538.0,1902.0,5091.0,2410.0,250.0,BMW,6 Series,5500000.0,delhi-ncr,3.0
4014,Diesel,82000.0,2143.0,Automatic,15.26,5.0,Grey,203.2,Disc,Disc,1762.0,2141.0,4817.0,2950.0,210.0,Mercedes-Benz,M-Class,2350000.0,delhi-ncr,7.0
4015,Diesel,55000.0,1995.0,Automatic,18.12,5.0,White,190.0,Ventilated Disc,Ventilated Disc,1464.0,2102.0,4907.0,,231.0,BMW,5 Series,2475000.0,delhi-ncr,5.0
4016,Diesel,134557.0,1248.0,Manual,20.3,5.0,Bassa nova,75.0,Ventilated Disc,Drum,1495.0,1687.0,3987.0,,,Fiat,Grande Punto,120000.0,delhi-ncr,9.0
4017,Diesel,75000.0,1995.0,Automatic,20.37,5.0,Blue,187.74,Ventilated Disc,Ventilated Disc,1466.0,2126.0,4936.0,,235.0,BMW,5 Series,3850000.0,delhi-ncr,3.0
4018,Diesel,114142.0,1120.0,Manual,24.0,5.0,White,70.0,Disc,Drum,1520.0,1660.0,3765.0,,157.0,Hyundai,Grand i10,273000.0,delhi-ncr,7.0
4019,Diesel,92811.0,1248.0,Manual,20.77,7.0,Grey,88.8,Disc,Drum,1685.0,1695.0,4265.0,1845.0,160.0,Maruti,Ertiga,401000.0,delhi-ncr,9.0
4020,Diesel,122159.0,1248.0,Manual,28.09,5.0,Dignity Brown,88.5,Ventilated Disc,Drum,1485.0,1730.0,4490.0,1595.0,190.0,Maruti,Ciaz,505999.99999999994,delhi-ncr,4.0
4021,Petrol,4500.0,1451.0,Automatic,13.96,5.0,Red,141.0,Disc,Disc,1760.0,1835.0,4655.0,,,MG,Hector,1825000.0,delhi-ncr,1.0
4022,Diesel,45000.0,1248.0,Manual,23.4,5.0,Silver,74.0,Ventilated Disc,Drum,1555.0,1695.0,3995.0,1505.0,162.0,Maruti,Swift Dzire,365000.0,delhi-ncr,8.0
4023,Diesel,26000.0,2993.0,Automatic,17.66,4.0,White,261.49,,,1485.0,2169.0,5238.0,,,BMW,7 Series,9700000.0,delhi-ncr,2.0
4024,Petrol,15000.0,1353.0,Automatic,16.8,5.0,White,138.08,Disc,Disc,1635.0,1790.0,4300.0,,,Hyundai,Creta,1850000.0,delhi-ncr,1.0
4025,Diesel,72000.0,1582.0,Manual,19.67,5.0,White,126.2,Disc,Drum,1630.0,1780.0,4270.0,,190.0,Hyundai,Creta,825000.0,delhi-ncr,6.0
4026,Diesel,145449.0,2494.0,Manual,12.99,7.0,Grey,100.6,Ventilated Disc,Drum,1760.0,1760.0,4585.0,2300.0,155.0,Toyota,Innova,550000.0,delhi-ncr,8.0
4027,Diesel,128929.0,1248.0,Manual,22.9,5.0,Silver,74.0,Ventilated Disc,Drum,1530.0,1695.0,3850.0,1505.0,154.0,Maruti,Swift,202999.99999999997,delhi-ncr,9.0
4028,Diesel,43000.0,4367.0,Automatic,11.49,5.0,White,336.0,Disc,Disc,1840.0,2220.0,5199.0,3000.0,218.0,Land,Rover Range Rover,22500000.0,delhi-ncr,3.0
4029,Diesel,56000.0,1968.0,Automatic,15.73,5.0,Blue,174.33,Ventilated Disc,Drum,1608.0,2019.0,4385.0,2185.0,212.0,Audi,Q3,1450000.0,delhi-ncr,7.0
4030,Diesel,125739.0,1248.0,Manual,26.59,5.0,White,74.0,Ventilated Disc,Drum,1555.0,1695.0,3995.0,1505.0,169.0,Maruti,Swift Dzire,360000.0,delhi-ncr,7.0
4031,Diesel,168945.0,1364.0,Manual,23.59,5.0,White,67.06,Ventilated Disc,Drum,1555.0,1735.0,3895.0,,160.0,Toyota,Etios Cross,328000.0,delhi-ncr,7.0
4032,Diesel,38000.0,2143.0,Automatic,19.27,5.0,Black,170.0,Disc,Disc,1442.0,2020.0,4686.0,2135.0,233.0,Mercedes-Benz,New C-Class,2600000.0,delhi-ncr,5.0
4033,Diesel,28000.0,1950.0,Automatic,16.1,5.0,White,191.7,Ventilated Disc,Disc,1494.0,1860.0,5063.0,,240.0,Mercedes-Benz,E-Class,4400000.0,delhi-ncr,4.0
4034,Diesel,51000.0,1968.0,Automatic,17.68,5.0,White,174.33,Ventilated Disc,Ventilated Disc,1455.0,2086.0,4915.0,2165.0,222.0,Audi,A6,1689999.9999999998,delhi-ncr,7.0
4035,Diesel,24000.0,1999.0,Automatic,16.38,5.0,Red,177.0,Disc,Disc,1651.0,2175.0,4731.0,2460.0,208.0,Jaguar,F-Pace,4350000.0,delhi-ncr,4.0
4036,Petrol,17900.0,1798.0,Automatic,16.6,4.0,Grey,177.0,Ventilated Disc,Disc,1409.0,1960.0,4421.0,1930.0,240.0,Audi,A3 cabriolet,3500000.0,delhi-ncr,6.0
4037,Petrol,57000.0,1798.0,Manual,14.28,5.0,Silver,138.03,Ventilated Disc,Solid Disc,1475.0,1776.0,4620.0,1650.0,200.0,Toyota,Corolla Altis,990000.0,delhi-ncr,6.0
4038,Petrol,36000.0,1497.0,Manual,17.4,5.0,White,117.6,Ventilated Disc,Drum,1495.0,1695.0,4440.0,1436.0,189.0,Honda,City,885000.0,delhi-ncr,3.0
4039,Diesel,43000.0,1248.0,Manual,23.65,5.0,Grey,88.5,Ventilated Disc,Solid Disc,1595.0,1785.0,4300.0,1670.0,190.0,Maruti,SX4 S Cross,585000.0,delhi-ncr,6.0
4040,Petrol,52000.0,1591.0,Manual,17.01,5.0,White,121.3,Disc,Drum,1475.0,1700.0,4375.0,,196.0,Hyundai,Verna,390000.0,delhi-ncr,9.0
4041,Petrol,55000.0,1197.0,Manual,20.36,5.0,Silver,78.9,Ventilated Disc,Drum,1550.0,1595.0,3585.0,,,Hyundai,i10,310000.0,delhi-ncr,6.0
4042,Diesel,37049.0,1248.0,Manual,19.3,5.0,Magna Grey,73.9,Ventilated Disc,Drum,1530.0,1690.0,4160.0,,,Maruti,Swift Dzire,650000.0,delhi-ncr,3.0
4043,Petrol,48000.0,1198.0,Manual,16.0,5.0,Maroon,90.0,Disc,Drum,1535.0,1695.0,3900.0,,165.0,Honda,Jazz,210000.0,delhi-ncr,12.0
4044,Diesel,35000.0,1968.0,Automatic,15.73,5.0,White,174.33,Disc,Disc,1608.0,2019.0,4388.0,2185.0,212.0,Audi,Q3,2500000.0,delhi-ncr,4.0
4045,Petrol,38000.0,998.0,Manual,21.1,5.0,Blue,100.5,Disc,Disc,1510.0,1745.0,3995.0,1360.0,186.0,Maruti,Baleno RS,650000.0,delhi-ncr,4.0
4046,Diesel,41200.0,1120.0,Manual,24.0,5.0,Silver,70.0,Disc,Drum,1520.0,1660.0,3765.0,,157.0,Hyundai,Grand i10,385000.0,delhi-ncr,5.0
4047,Diesel,3990.0,2993.0,Automatic,13.38,7.0,Blue,261.5,Disc,Disc,1805.0,2000.0,5150.0,,,BMW,X7,11500000.0,delhi-ncr,1.0
4048,Diesel,70000.0,1248.0,Manual,23.4,5.0,Grey,74.0,Ventilated Disc,Drum,1555.0,1695.0,3995.0,1505.0,162.0,Maruti,Swift Dzire,330000.0,delhi-ncr,8.0
4049,Diesel,5000.0,2993.0,Automatic,13.38,7.0,Black,261.5,Disc,Disc,1805.0,2000.0,5150.0,,,BMW,X7,11800000.0,delhi-ncr,1.0
4050,CNG,81090.0,998.0,Manual,26.6,5.0,Silver,58.16,Ventilated Disc,Drum,1700.0,1495.0,3599.0,1350.0,137.0,Maruti,Wagon R,375000.0,delhi-ncr,5.0
4051,Petrol,105000.0,1497.0,Manual,17.7,5.0,Black,78.0,Ventilated Disc,Drum,1495.0,1690.0,4390.0,,173.0,Honda,City,135000.0,delhi-ncr,14.0
4052,Petrol,51000.0,1591.0,Manual,17.01,5.0,Silver,121.3,Disc,Drum,1475.0,1700.0,4375.0,,196.0,Hyundai,Verna,395000.0,delhi-ncr,8.0
4053,Petrol,53000.0,1497.0,Automatic,16.8,5.0,Grey,116.4,Disc,Drum,1485.0,1695.0,4440.0,,,Honda,City,285000.0,delhi-ncr,12.0
4054,Diesel,20000.0,1968.0,Automatic,20.38,5.0,Red,143.0,Ventilated Disc,Disc,1416.0,1796.0,4458.0,1890.0,215.0,Audi,A3,2395000.0,delhi-ncr,3.0
4055,Diesel,49000.0,1248.0,Manual,24.3,5.0,White,88.5,Ventilated Disc,Drum,1640.0,1790.0,3995.0,1680.0,172.0,Maruti,Vitara Brezza,710000.0,delhi-ncr,4.0
4056,Diesel,55000.0,2987.0,Automatic,0.0,5.0,Black,165.0,Ventilated Disc,Disc,1779.0,1911.0,4781.0,2830.0,225.0,Mercedes-Benz,M-Class,2000000.0,delhi-ncr,8.0
4057,Diesel,42000.0,1498.0,Manual,21.7,5.0,White,98.96,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,520000.0,delhi-ncr,6.0
4058,Petrol,47053.0,1197.0,Automatic,18.6,5.0,Other,81.83,Disc,Drum,1505.0,1734.0,3985.0,,170.0,Hyundai,i20,472000.0,gurgaon,4.0
4059,Petrol,7347.0,998.0,Manual,21.63,5.0,White,67.05,Ventilated Disc,Drum,1560.0,1600.0,3695.0,1250.0,,Maruti,Celerio,488999.99999999994,gurgaon,2.0
4060,Petrol,25903.0,796.0,Manual,24.7,5.0,Other,47.3,Disc,Drum,1475.0,1490.0,3430.0,1185.0,140.0,Maruti,Alto 800,317000.0,gurgaon,2.0
4061,Diesel,63529.0,1248.0,Manual,27.39,5.0,Other,74.0,Disc,Drum,1510.0,1745.0,3995.0,1430.0,170.0,Maruti,Baleno,550000.0,gurgaon,6.0
4062,Petrol,67159.0,1198.0,Manual,19.4,5.0,Black,86.8,Disc,Drum,1500.0,1680.0,3610.0,,,Honda,Brio,296000.0,gurgaon,8.0
4063,Diesel,51281.0,1498.0,Manual,21.7,5.0,Other,98.96,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,545000.0,gurgaon,5.0
4064,Diesel,56585.0,1248.0,Manual,28.4,5.0,Other,74.0,Disc,Drum,1530.0,1735.0,3840.0,1405.0,172.0,Maruti,Swift,711000.0,gurgaon,3.0
4065,Diesel,36586.0,1248.0,Automatic,22.9,5.0,Other,74.0,Ventilated Disc,Drum,1530.0,1695.0,3850.0,1505.0,158.0,Maruti,Swift,343000.0,gurgaon,9.0
4066,Diesel,62642.0,1364.0,Manual,23.59,5.0,Other,67.04,Ventilated Disc,Drum,1510.0,1695.0,3884.0,,180.0,Toyota,Etios Liva,678000.0,gurgaon,2.0
4067,Diesel,85542.0,1461.0,Automatic,19.01,5.0,Grey,108.5,Disc,Drum,1671.0,2000.0,4331.0,1787.0,165.0,Nissan,Terrano,432000.0,gurgaon,7.0
4068,Diesel,36993.0,1248.0,Automatic,27.39,5.0,Other,74.0,Disc,Drum,1510.0,1745.0,3995.0,1430.0,170.0,Maruti,Baleno,488999.99999999994,gurgaon,5.0
4069,Diesel,86059.0,1498.0,Automatic,22.7,5.0,Black,89.84,Ventilated Disc,Drum,1708.0,1765.0,3999.0,1740.0,182.0,Ford,EcoSport,548000.0,gurgaon,6.0
4070,Diesel,65911.0,1498.0,Manual,27.3,5.0,Other,98.6,Disc,Drum,1544.0,1694.0,3955.0,,172.0,Honda,Jazz,696000.0,gurgaon,6.0
4071,Diesel,61659.0,1248.0,Manual,27.39,5.0,White,74.0,Disc,Drum,1510.0,1745.0,3995.0,1430.0,170.0,Maruti,Baleno,557000.0,gurgaon,3.0
4072,Diesel,85420.0,1498.0,Manual,21.7,5.0,White,98.96,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,480999.99999999994,gurgaon,7.0
4073,Petrol,55061.0,1497.0,Manual,17.8,5.0,Other,117.3,Disc,Drum,1495.0,1695.0,4440.0,,195.0,Honda,City,726000.0,gurgaon,5.0
4074,Diesel,70802.0,1498.0,Manual,22.7,5.0,Silver,89.84,Ventilated Disc,Drum,1708.0,1765.0,3999.0,1740.0,182.0,Ford,EcoSport,511000.00000000006,gurgaon,8.0
4075,Petrol,90128.0,998.0,Manual,20.51,5.0,Other,67.04,Ventilated Disc,Drum,1670.0,1475.0,3636.0,1350.0,150.0,Maruti,Wagon R Stingray,296000.0,gurgaon,8.0
4076,Diesel,87208.0,1498.0,Automatic,23.0,5.0,White,98.96,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,539000.0,gurgaon,6.0
4077,Diesel,38708.0,1498.0,Automatic,25.1,5.0,Other,98.6,Disc,Drum,1495.0,1695.0,4440.0,,190.0,Honda,City,636000.0,gurgaon,6.0
4078,Diesel,124052.0,1498.0,Automatic,21.7,5.0,White,99.23,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,459999.99999999994,gurgaon,6.0
4079,Petrol,872.0,1086.0,Automatic,20.3,5.0,White,68.0,Disc,Drum,1560.0,1645.0,3610.0,,,Hyundai,Santro,462000.0,gurgaon,3.0
4080,Petrol,90158.0,1198.0,Automatic,19.4,5.0,Other,86.8,Disc,Drum,1500.0,1680.0,3610.0,,164.0,Honda,Brio,312000.0,gurgaon,7.0
4081,Diesel,56693.0,1248.0,Automatic,25.2,5.0,White,74.0,Ventilated Disc,Drum,1530.0,1735.0,3840.0,1405.0,155.0,Maruti,Swift,504000.0,gurgaon,4.0
4082,Petrol,57857.0,1497.0,Manual,17.8,5.0,Other,117.3,Disc,Drum,1495.0,1695.0,4440.0,,195.0,Honda,City,561000.0,gurgaon,6.0
4083,Diesel,55245.0,1461.0,Manual,20.45,5.0,Silver,83.8,Disc,Drum,1671.0,2000.0,4331.0,1764.0,156.0,Nissan,Terrano,723000.0,gurgaon,3.0
4084,Petrol,53738.0,1197.0,Automatic,18.19,5.0,Other,103.2,Ventilated Disc,Drum,1467.0,1699.0,4390.0,1720.0,185.0,Volkswagen,Vento,711000.0,gurgaon,3.0
4085,Petrol,35264.0,999.0,Manual,17.74,5.0,Grey,75.1,Disc,Drum,1469.0,1682.0,3971.0,1500.0,,Volkswagen,Polo,556000.0,gurgaon,2.0
4086,Diesel,22757.0,1498.0,Manual,21.7,5.0,Silver,98.96,Ventilated Disc,Drum,1647.0,1765.0,3998.0,1690.0,,Ford,Ecosport,756000.0,gurgaon,4.0
4087,Diesel,57263.0,1461.0,Manual,20.45,5.0,Red,83.8,Ventilated Disc,Drum,1695.0,1822.0,4315.0,1758.0,,Renault,Duster,322000.0,gurgaon,9.0
4088,Petrol,28911.0,1197.0,Manual,22.0,5.0,Other,81.8,Disc,Drum,1530.0,1735.0,3840.0,1315.0,,Maruti,Swift,503000.0,gurgaon,3.0
