,Car_Name,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Weight,Insp_score,top_speed,City_url,Car_price
1906,2018 Maruti Swift Dzire,Diesel,"54,100 kms",1248,Automatic,28.4 kmpl,5,Blue,74.02,Disc,Drum,-,1515,1735,3995,1405Kg,-,-,https://www.cardekho.com/used-cars+in+bangalore,7.74 Lakh
1907,2015 Mahindra XUV500,Diesel,"83,339 kms",1997,Manual,16.0 kmpl,7,Silver,140,Disc,Disc,-,1785,1890,4585,2510,-,185 Kmph,https://www.cardekho.com/used-cars+in+bangalore,10.94 Lakh
1908,2007 Honda CR-V,Petrol,"89,500 kms",2354,Manual,10.8 kmpl,5,Green,152,264mm Ventilated discs,262mm Disc & Drum Combination,-,1710,1780,4610,-,-,182 kmph,https://www.cardekho.com/used-cars+in+bangalore,5.05 Lakh
1909,2013 Hyundai i10,Petrol,"57,000 kms",1197,Manual,20.36 kmpl,5,Red,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.75 Lakh
1910,2011 Hyundai i20,Diesel,"71,548 kms",1396,Manual,21.9 kmpl,5,White,90,Disc,Disc,-,1505,1710,3940,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.65 Lakh
1911,2015 Volkswagen Polo,Diesel,"52,000 kms",1598,Manual,15.11 kmpl,5,White,103.6,Disc,Drum,-,1453,1682,3970,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,6.05 Lakh
1912,2016 Hyundai i10,Petrol,"24,000 kms",1086,Manual,19.81 kmpl,5,White,68.05,Ventilated Disc,Drum,-,1550,1595,3585,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.2 Lakh
1913,2008 Maruti Wagon R,Petrol,"41,000 kms",998,Manual,18.9 kmpl,5,Silver,67.1,Ventilated Disc,Drum,-,1700,1475,3595,1350,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.45 Lakh
1914,2013 Hyundai i20,Diesel,"1,13,558 kms",1396,Manual,21.9 kmpl,5,White,88.76,Disc,Disc,-,1505,1710,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.85 Lakh
1915,2016 Mahindra XUV500,Diesel,"56,670 kms",2179,Automatic,16.0 kmpl,7,White,140,Disc,Disc,-,1785,1890,4585,2510,-,185 Kmph,https://www.cardekho.com/used-cars+in+bangalore,14.35 Lakh
1916,2015 Maruti Celerio,Petrol,"57,320 kms",998,Automatic,23.1 kmpl,5,Grey,67.04,Ventilated Disc,Drum,-,1565,1635,3715,1250,-,150 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.59 Lakh
1917,2009 Maruti SX4,Petrol,"78,269 kms",1586,Manual,15.0 kmpl,5,Grey,104.68,Ventilated Disc,Drum,-,1570,1735,4490,-,-,177 kmph,https://www.cardekho.com/used-cars+in+bangalore,3.45 Lakh
1918,2011 Toyota Fortuner,Diesel,"1,06,365 kms",2982,Manual,11.5 kmpl,7,White,171,Ventilated Disc,Leading-Trailing Drum,-,1850,1840,4695,2510,-,176 Kmph,https://www.cardekho.com/used-cars+in+bangalore,13.5 Lakh
1919,2009 Maruti Swift,Petrol,"69,000 kms",1298,Manual,16.1 kmpl,5,Maroon,88.2,Ventilated Disc,Drum,-,1530,1690,3760,1415,-,160 kmph,https://www.cardekho.com/used-cars+in+bangalore,3.23 Lakh
1920,2013 Hyundai EON,Petrol,"46,100 kms",814,Manual,21.1 kmpl,5,White,55.2,Disc,Drum,-,1500,1550,3495,-,-,135 Kmph,https://www.cardekho.com/used-cars+in+bangalore,2.65 Lakh
1921,2012 Hyundai EON,Petrol,"60,153 kms",814,Manual,22.0 kmpl,5,Red,55,Disc,Drum,-,1500,1550,3495,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.65 Lakh
1922,2012 Hyundai Verna,Petrol,"48,409 kms",1591,Manual,17.1 kmpl,5,Silver,121.3,Disc,Disc,-,1475,1700,4370,-,-,,https://www.cardekho.com/used-cars+in+bangalore,6.25 Lakh
1923,2018 Hyundai Creta,Diesel,"35,000 kms",1582,Manual,19.67 kmpl,5,Grey,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+bangalore,13.25 Lakh
1924,2017 Hyundai Creta,Diesel,"51,000 kms",1582,Manual,19.67 kmpl,5,White,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+bangalore,12.95 Lakh
1925,2014 Toyota Innova,Diesel,"1,19,156 kms",2494,Manual,12.99 kmpl,7,Silver,100.6,Ventilated Disc,Leading-Trailing Drum,-,1760,1760,4585,2300,-,155 Kmph,https://www.cardekho.com/used-cars+in+bangalore,11.98 Lakh
1926,2008 Mitsubishi Pajero,Diesel,"1,39,884 kms",2835,Manual,9.5 kmpl,6,silver white,118.6,Ventilated Disc,Disc & Drum,-,1890,1695,4730,2720,-,150 kmph,https://www.cardekho.com/used-cars+in+bangalore,5.48 Lakh
1927,2018 Volkswagen Polo,Petrol,"27,000 kms",1198,Manual,16.47 kmpl,5,Grey,74,Disc,Drum,-,1469,1682,3971,1520,-,165 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.19 Lakh
1928,2013 Ford Figo,Diesel,"87,000 kms",1399,Manual,20.0 kmpl,5,Grey,68.1,Ventilated Discs,Drum,-,1427,1680,3795,-,-,148km/hr,https://www.cardekho.com/used-cars+in+bangalore,4.2 Lakh
1929,2011 Maruti Swift Dzire,Diesel,"97,000 kms",1248,Manual,19.3 kmpl,5,White,73.9,Ventilated Disc,Drum,-,1530,1690,4160,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.35 Lakh
1930,2016 Maruti Wagon R,Petrol,"46,000 kms",998,Automatic,20.51 kmpl,5,Maroon,67,Ventilated Disc,Drum,-,1700,1495,3599,1350,-,152 kmph,https://www.cardekho.com/used-cars+in+bangalore,4.65 Lakh
1931,2017 Mahindra XUV500,Diesel,"44,000 kms",2179,Automatic,16.0 kmpl,7,Silver,140,Disc,Disc,-,1785,1890,4585,2510,-,185 Kmph,https://www.cardekho.com/used-cars+in+bangalore,15.48 Lakh
1932,2013 Toyota Fortuner,Petrol,"89,000 kms",2694,Automatic,0.0 kmpl,7,White,163.6,Ventilated Disc,Ventilated Disc,-,1835,1855,4795,2510,-,-,https://www.cardekho.com/used-cars+in+bangalore,17.74 Lakh
1933,2007 Hyundai Santro Xing,Petrol,"71,000 kms",1086,Manual,17.0 kmpl,5,Silver,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.05 Lakh
1934,2012 Hyundai i10,Petrol,"45,000 kms",1197,Automatic,16.95 kmpl,5,Red,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.15 Lakh
1935,2011 Nissan Micra,Diesel,"68,300 kms",1461,Manual,23.08 kmpl,5,White,63.1,Ventilated Disc,Drum,-,1525,1665,3780,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.35 Lakh
1936,2012 Hyundai EON,Petrol,"16,000 kms",814,Manual,21.1 kmpl,5,Grey,55.2,Disc,Drum,-,1500,1550,3495,-,-,135 Kmph,https://www.cardekho.com/used-cars+in+bangalore,2.85 Lakh
1937,2018 Hyundai i20,Petrol,"32,000 kms",1197,Manual,18.6 kmpl,5,White,81.86,Disc,Drum,-,1505,1734,3985,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+bangalore,8.4 Lakh
1938,2019 Volkswagen Polo,Petrol,"31,000 kms",1199,Manual,16.2 kmpl,5,Silver,74,Disc,Drum,-,1469,1682,3971,1500Kg,-,165 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.25 Lakh
1939,2009 BMW X6,Diesel,"80,000 kms",2993,Automatic,11.2 kmpl,4,Champagne,241,Ventilated Disc,Ventilated Disc,-,1690,1983,4877,2675,-,210km/hr,https://www.cardekho.com/used-cars+in+bangalore,17.5 Lakh
1940,2017 Hyundai Grand i10,Petrol,"40,533 kms",1197,Manual,18.9 kmpl,5,Orange,81.86,Disc,Drum,-,1520,1660,3765,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.4 Lakh
1941,2012 Hyundai EON,Petrol,"46,843 kms",814,Manual,21.1 kmpl,5,Silver,55.2,Disc,Drum,-,1500,1550,3495,-,-,135 Kmph,https://www.cardekho.com/used-cars+in+bangalore,2.95 Lakh
1942,2013 Mahindra XUV500,Diesel,"87,190 kms",2179,Manual,15.1 kmpl,7,Black,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+bangalore,8.5 Lakh
1943,2016 Honda Brio,Petrol,"21,525 kms",1198,Automatic,16.5 kmpl,5,White,86.8,Disc,Drum,-,1500,1680,3610,-,-,185 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.5 Lakh
1944,2013 Maruti Alto K10,Petrol,"67,747 kms",998,Manual,20.92 kmpl,5,Maroon,67.1,Ventilated Disc,Drum,-,1460,1475,3620,1185,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.25 Lakh
1945,2018 Maruti Baleno,Petrol,"16,676 kms",1197,Manual,21.4 kmpl,5,Red,83.1,Disc,Drum,-,1510,1745,3995,1340,-,180 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.5 Lakh
1946,2020 Honda Amaze,Petrol,"17,500 kms",1199,Automatic,18.3 kmpl,5,Golden Brown,88.76,Disc,Drum,-,1501,1695,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,9.6 Lakh
1947,2016 Hyundai Creta,Diesel,"68,494 kms",1582,Manual,19.67 kmpl,5,White,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+bangalore,11.25 Lakh
1948,2017 Maruti Ciaz,Petrol,"44,771 kms",1373,Manual,20.73 kmpl,5,Brown,91.1,Ventilated Disc,Drum,-,1485,1730,4490,1490,-,190 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.5 Lakh
1949,2017 Hyundai Verna,Petrol,"30,226 kms",1591,Automatic,17.01 kmpl,5,White,121.3,Disc,Drum,-,1475,1700,4375,-,-,196 Kmph,https://www.cardekho.com/used-cars+in+bangalore,8 Lakh
1950,2017 Maruti Celerio,Petrol,"31,244 kms",998,Manual,21.63 kmpl,5,Red,67.05,Ventilated Disc,Drum,-,1560,1600,3695,1250,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.85 Lakh
1951,2013 Mitsubishi Pajero,Diesel,"62,545 kms",2477,Manual,13.5 kmpl,7,Black,175.56,Ventilated Disc,Ventilated Drum,-,1840,1815,4695,2650,-,190 Kmph,https://www.cardekho.com/used-cars+in+bangalore,20 Lakh
1952,2015 Volkswagen Jetta,Diesel,"1,78,773 kms",1968,Automatic,16.96 kmpl,5,White,138.03,Disc,Disc,-,1453,1778,4659,1970,-,207 Kmph,https://www.cardekho.com/used-cars+in+bangalore,9.95 Lakh
1953,2007 Honda CR-V,Petrol,"83,009 kms",2354,Automatic,13.1 kmpl,5,Black,141.1,Ventilated Disc,Disc,-,1680,1820,4575,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,5 Lakh
1954,2008 Hyundai Grand i10,Petrol,"89,900 kms",1197,Manual,20.36 kmpl,5,Blue,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.65 Lakh
1955,2014 Mercedes-Benz GL-Class,Diesel,"77,621 kms",2987,Automatic,11.3 kmpl,7,White,254.8,Disc,Disc,-,1850,2141,5120,-,-,220 Kmph,https://www.cardekho.com/used-cars+in+bangalore,36 Lakh
1956,2013 Fiat Linea,Diesel,"1,73,698 kms",1248,Manual,20.4 kmpl,5,White,91.2,Ventilated Disc,Drum,-,1487,1730,4560,-,-,157.8km/hr,https://www.cardekho.com/used-cars+in+bangalore,2.85 Lakh
1957,2017 Datsun RediGO,Petrol,"12,585 kms",799,Manual,22.7 kmpl,5,Red,53.64,Disc,Drum,-,1541,1560,3429,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.55 Lakh
1958,2012 Hyundai Grand i10,Petrol,"35,695 kms",1197,Manual,20.36 kmpl,5,Grey,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.25 Lakh
1959,2016 Renault KWID,Petrol,"48,183 kms",799,Manual,25.17 kmpl,5,Brown,53.3,Disc,Drum,-,1478,1579,3679,-,-,135 Kmph,https://www.cardekho.com/used-cars+in+bangalore,3.5 Lakh
1960,2011 Hyundai i20,Petrol,"16,118 kms",1197,Manual,17.0 kmpl,5,BEIGE,80,Disk,Drum,-,1505,1710,3940,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.59 Lakh
1961,2016 Hyundai Verna,Petrol,"35,765 kms",1591,Manual,17.01 kmpl,5,White,121.3,Disc,Drum,-,1475,1700,4375,-,-,196 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.25 Lakh
1962,2019 Hyundai i20,Diesel,"29,441 kms",1396,Manual,22.54 kmpl,5,White,88.76,Disc,Drum,-,1505,1734,3985,-,-,180 Kmph,https://www.cardekho.com/used-cars+in+bangalore,8.25 Lakh
1963,2016 Tata Tiago,Petrol,"59,000 kms",1199,Manual,23.84 kmpl,5,Silver,84,Disc,Drum,-,1535,1647,3746,-,-,150 kmph,https://www.cardekho.com/used-cars+in+bangalore,4.65 Lakh
1964,2013 Hyundai Verna,Petrol,"3,20,00 kms",1591,Manual,17.01 kmpl,5,Violet,121.3,Disc,Drum,-,1475,1700,4375,-,-,196 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.75 Lakh
1965,2017 Maruti Swift,Diesel,"45,000 kms",1248,Manual,25.2 kmpl,5,Silver,74,Ventilated Disc,Drum,-,1530,1735,3840,1405,-,155 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.75 Lakh
1966,2012 Ford Figo,Petrol,"47,000 kms",1196,Manual,15.6 kmpl,5,Black,70,Ventilated Disc,Drum,-,1427,1680,3795,-,-,148km/hr,https://www.cardekho.com/used-cars+in+bangalore,3.35 Lakh
1967,2019 Hyundai Creta,Diesel,"10,893 kms",1582,Manual,19.67 kmpl,5,Orange,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+bangalore,15.65 Lakh
1968,2016 Honda Jazz,Petrol,"1,20,293 kms",1199,Automatic,19.0 kmpl,5,White,88.7,Disc,Drum,-,1544,1694,3955,-,-,172 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.73 Lakh
1969,2021 Kia Sonet,Petrol,"5,000 kms",998,Automatic,18.3 kmpl,5,White,118.36,Disc,Drum,-,1642,1790,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,14.35 Lakh
1970,2010 Honda Accord,Petrol,"1,30,000 kms",2354,Automatic,11.7 kmpl,5,White,177.6,Multilateral Disc,Solid Disc,-,1475,1845,4950,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.8 Lakh
1971,2010 Mahindra Scorpio,Diesel,"74,000 kms",2179,Manual,12.05 kmpl,8,White,120,Disc,Drum,-,1975,1817,4430,2510,-,-,https://www.cardekho.com/used-cars+in+bangalore,5.65 Lakh
1972,2017 Toyota Innova Crysta,Diesel,"35,798 kms",2755,Automatic,11.36 kmpl,7,BRONZE,171.5,Disc,Drum,-,1795,1830,4735,2450,-,-,https://www.cardekho.com/used-cars+in+bangalore,18.25 Lakh
1973,2018 Toyota Innova Crysta,Diesel,"85,874 kms",2755,Automatic,11.36 kmpl,7,BRONZE,171.5,Disc,Drum,-,1795,1830,4735,2450,-,-,https://www.cardekho.com/used-cars+in+bangalore,19.8 Lakh
1974,2019 Tata Nexon,Petrol,"6,000 kms",1198,Automatic,17.0 kmpl,5,Grey,108.5,Disc,Drum,-,1607,1811,3994,-,-,154.19 kmph,https://www.cardekho.com/used-cars+in+bangalore,9.9 Lakh
1975,2012 Hyundai i20,Petrol,"36,000 kms",1197,Manual,17.0 kmpl,5,Grey,80,Disc,Drum,-,1505,1710,3940,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.75 Lakh
1976,2018 Jaguar F-Pace,Diesel,"46,792 kms",1999,Automatic,16.38 kmpl,5,Red,177,Disc,Disc,-,1651,2175,4731,2460,-,208 Kmph,https://www.cardekho.com/used-cars+in+bangalore,54 Lakh
1977,2015 Volvo V40,Diesel,"63,000 kms",1969,Automatic,16.8 kmpl,5,Red,150,Disc,Disc,-,1420,2041,4369,1980,-,210 Kmph,https://www.cardekho.com/used-cars+in+bangalore,15.5 Lakh
1978,2014 Mercedes-Benz CLA,Diesel,"69,000 kms",2143,Automatic,17.9 kmpl,5,White,136,Disc,Disc,-,1432,2032,4630,2005,-,220 Kmph,https://www.cardekho.com/used-cars+in+bangalore,21.5 Lakh
1979,2013 Mercedes-Benz B Class,Diesel,"88,000 kms",2143,Automatic,14.8 kmpl,5,White,120.7,Disc,Disc,-,1557,2010,4359,1950,-,190km/hr,https://www.cardekho.com/used-cars+in+bangalore,13.9 Lakh
1980,2016 Toyota Innova,Diesel,"58,965 kms",2494,Manual,12.99 kmpl,7,White,100.6,Ventilated Disc,Drum,-,1760,1765,4585,2300,-,155 Kmph,https://www.cardekho.com/used-cars+in+bangalore,19.5 Lakh
1981,2014 Hyundai Verna,Petrol,"65,000 kms",1591,Automatic,15.74 kmpl,5,Maroon,121.3,Disc,Disc,-,1475,1700,4370,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,6.55 Lakh
1982,2016 Tata Nano,Petrol,"16,500 kms",624,Automatic,21.9 kmpl,4,Maroon,37.48,Drum,Drum,-,1652,1750,3164,-,-,105 Kmph,https://www.cardekho.com/used-cars+in+bangalore,3.25 Lakh
1983,2017 Maruti Ertiga,Diesel,"60,000 kms",1248,Manual,24.52 kmpl,7,Silver,88.5,Ventilated Disc,Drum,-,1685,1695,4296,-,-,160 kmph,https://www.cardekho.com/used-cars+in+bangalore,8.95 Lakh
1984,2016 Maruti Celerio,Petrol,"34,000 kms",998,Automatic,23.1 kmpl,5,Silver,67.04,Ventilated Disc,Drum,-,1565,1635,3715,1250,-,150 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.75 Lakh
1985,2016 Maruti Swift,Diesel,"80,000 kms",1248,Manual,28.4 kmpl,5,White,74,Disc,Drum,-,1530,1735,3840,1405Kg,-,-,https://www.cardekho.com/used-cars+in+bangalore,6.75 Lakh
1986,2007 Hyundai Santro Xing,Petrol,"83,000 kms",1086,Manual,17.0 kmpl,5,Golden,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.25 Lakh
1987,2009 Hyundai Getz,Diesel,"76,000 kms",1493,Manual,17.1 kmpl,5,Black,110,Ventilated Disc,Drum,-,1515,1665,3825,-,-,173 kmph,https://www.cardekho.com/used-cars+in+bangalore,2.98 Lakh
1988,2015 Maruti Celerio,Petrol,"93,789 kms",998,Automatic,23.1 kmpl,5,Grey,67.04,Ventilated Disc,Drum,-,1565,1635,3715,1250,-,150 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.35 Lakh
1989,2014 Hyundai EON,Petrol,"35,000 kms",814,Manual,21.1 kmpl,5,Blue,55.2,Disc,Drum,-,1500,1550,3495,-,-,135 Kmph,https://www.cardekho.com/used-cars+in+bangalore,2.85 Lakh
1990,2011 Nissan Micra,Petrol,"79,227 kms",1198,Manual,18.06 kmpl,5,Red,75,Ventilated Disc,Drum,-,1530,1665,3780,-,-,158km/hr,https://www.cardekho.com/used-cars+in+bangalore,2.5 Lakh
1991,2014 Ford EcoSport,Petrol,"68,167 kms",1499,Manual,15.8 kmpl,5,White,110,Ventilated Disc,Drum,-,1708,1765,3999,1740s,-,182 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.75 Lakh
1992,2014 Ford EcoSport,Petrol,"68,167 kms",1499,Manual,15.8 kmpl,5,White,110,Ventilated Disc,Drum,-,1708,1765,3999,1740s,-,182 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.75 Lakh
1993,2007 Hyundai Verna,Diesel,"74,279 kms",1493,Manual,16.8 kmpl,5,H BLUE,110,Ventilated Disc,Disc & Drum,-,1490,1695,4310,1650,-,185 kmph,https://www.cardekho.com/used-cars+in+bangalore,2.95 Lakh
1994,2018 Hyundai i20,Diesel,"36,833 kms",1396,Manual,22.54 kmpl,5,Red,88.76,Disc,Drum,-,1505,1734,3985,-,-,180 Kmph,https://www.cardekho.com/used-cars+in+bangalore,8.6 Lakh
1995,2015 Volkswagen Polo,Diesel,"55,671 kms",1498,Manual,20.14 kmpl,5,White,88,Disc,Drum,-,1469,1682,3971,1620,-,163 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.25 Lakh
1996,2016 Maruti Ciaz,Diesel,"58,965 kms",1248,Manual,28.09 kmpl,5,Brown,88.5,Ventilated Disc,Drum,-,1485,1730,4490,1595,-,190 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.64 Lakh
1997,2009 Hyundai Accent,Petrol,"76,713 kms",1495,Manual,13.2 kmpl,5,Black,94,Ventilated Disc,Drum,-,1370,1670,4250,1525,-,170 kmph,https://www.cardekho.com/used-cars+in+bangalore,2.29 Lakh
1998,2017 Hyundai Creta,Diesel,"17,000 kms",1396,Manual,21.38 kmpl,5,Grey,88.7,Disc,Drum,-,1630,1780,4270,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+bangalore,12.5 Lakh
1999,2017 Mercedes-Benz New C-Class,Diesel,"60,000 kms",1950,Automatic,12.6 kmpl,5,Grey,194,Disc,Disc,-,1442,2020,4686,2165 Kg,-,240 Kmph,https://www.cardekho.com/used-cars+in+bangalore,29 Lakh
2000,2017 Tata Hexa,Diesel,"74,068 kms",2179,Automatic,17.6 kmpl,7,Silver,153.86,Disc,Disc,-,1785,1900,4788,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,13 Lakh
2001,2016 Hyundai i20 Active,Petrol,"93,000 kms",1197,Manual,17.19 kmpl,5,White,81.86,Disc,Drum,-,1555,1760,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,5.85 Lakh
2002,2015 Maruti Ertiga,Petrol,"40,821 kms",1373,Manual,17.5 kmpl,7,Silver,91.1,Ventilated Disc,Drum,-,1685,1695,4296,-,-,164 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.2 Lakh
2003,2018 Maruti Swift,Petrol,"29,000 kms",1197,Automatic,22.0 kmpl,5,Red,81.8,Disc,Drum,-,1530,1735,3840,1315,-,-,https://www.cardekho.com/used-cars+in+bangalore,6.35 Lakh
2004,2014 Nissan Terrano,Diesel,"55,363 kms",1461,Manual,19.01 kmpl,5,Brown,108.5,Disc,Drum,-,1671,2000,4331,1787,-,165 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.25 Lakh
2005,2015 Hyundai i20,Petrol,"60,000 kms",1197,Manual,18.6 kmpl,5,Blue,81.83,Disc,Drum,-,1505,1734,3985,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.95 Lakh
2006,2007 Maruti Zen Estilo,Petrol,"95,432 kms",1061,Manual,18.2 kmpl,5,Blue,64,Ventilated Disc,Drum,-,-,-,-,-,-,130 kmph,https://www.cardekho.com/used-cars+in+bangalore,2 Lakh
2007,2020 Hyundai Grand i10 Nios,Petrol,"14,231 kms",1197,Automatic,20.7 kmpl,5,White,81.86,Disc,Drum,-,1520,1680,3805,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,7.5 Lakh
2008,2019 Honda Jazz,Petrol,"23,098 kms",1199,Automatic,18.2 kmpl,5,bronze,88.7,Disc,Drum,-,1544,1694,3955,-,-,172 Kmph,https://www.cardekho.com/used-cars+in+bangalore,8.75 Lakh
2009,2012 Maruti Swift Dzire,Petrol,"68,000 kms",1197,Automatic,17.4 kmpl,5,White,85.8,Ventilated Disc,Drum,-,1555,1695,3995,1435,-,160kmph,https://www.cardekho.com/used-cars+in+bangalore,3.75 Lakh
2010,2015 Toyota Etios Liva,Petrol,"23,566 kms",1197,Manual,17.71 kmpl,5,Red,78.9,Ventilated Disc,Drum,-,1510,1695,3775,-,-,160 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.35 Lakh
2011,2012 Volkswagen Polo,Diesel,"84,856 kms",1199,Manual,22.07 kmpl,5,Black,73.9,Disc,Drum,-,1453,1682,3970,-,-,164.1km/hr,https://www.cardekho.com/used-cars+in+bangalore,3.69 Lakh
2012,2012 Maruti Swift Dzire,Petrol,"68,000 kms",1197,Automatic,17.4 kmpl,5,White,85.8,Ventilated Disc,Drum,-,1555,1695,3995,1435,-,160kmph,https://www.cardekho.com/used-cars+in+bangalore,3.75 Lakh
2013,2020 Volkswagen Polo,Petrol,"16,579 kms",999,Manual,18.24 kmpl,5,Red,108.62,Disc,Drum,-,1469,1682,3971,1530,-,-,https://www.cardekho.com/used-cars+in+bangalore,8.85 Lakh
2014,2012 Chevrolet Beat,Diesel,"71,000 kms",936,Manual,25.44 kmpl,5,Grey,57.6,Disc,Drum,-,1520,1595,3640,-,-,,https://www.cardekho.com/used-cars+in+bangalore,2.85 Lakh
2015,2016 Hyundai Creta,Diesel,"36,000 kms",1582,Manual,19.67 kmpl,5,Maroon,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+bangalore,12.73 Lakh
2016,2018 Honda City,Petrol,"82,000 kms",1497,Manual,17.4 kmpl,5,White,117.6,Ventilated Disc,Drum,-,1495,1695,4440,1436,-,189 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.95 Lakh
2017,2015 Audi Q5,Diesel,"65,000 kms",1968,Automatic,14.16 kmpl,5,White,174.3,Ventilated Disc,Disc,-,1655,2089,4629,2430,-,200 Kmph,https://www.cardekho.com/used-cars+in+bangalore,17.5 Lakh
2018,2013 Mahindra Quanto,Diesel,"82,218 kms",1493,Manual,17.21 kmpl,7,White,100,Disc,Drum,-,1880,1850,3985,-,-,160 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.95 Lakh
2019,2017 Maruti Swift,Diesel,"19,666 kms",1248,Manual,25.2 kmpl,5,Red,74,Ventilated Disc,Drum,-,1530,1735,3840,1405,-,155 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.49 Lakh
2020,2014 Hyundai Xcent,Petrol,"38,545 kms",1197,Manual,19.1 kmpl,5,Blue,81.86,Disc,Drum,-,1520,1660,3995,-,-,172km/hr,https://www.cardekho.com/used-cars+in+bangalore,4.49 Lakh
2021,2017 Hyundai Grand i10,Petrol,"40,000 kms",1197,Manual,18.9 kmpl,5,White,82,Disc,Drum,-,1520,1660,3765,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.99 Lakh
2022,2014 Honda City,Diesel,"71,000 kms",1498,Manual,26.0 kmpl,5,White,98.6,Disc,Drum,-,1495,1695,4440,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.9 Lakh
2023,2018 Volkswagen Polo,Petrol,"48,000 kms",1197,Automatic,17.21 kmpl,5,White,103.5,Disc,Drum,-,1469,1682,3971,1580,-,177.22 kmph,https://www.cardekho.com/used-cars+in+bangalore,9.2 Lakh
2024,2018 Skoda Rapid,Petrol,"29,000 kms",1598,Manual,15.41 kmpl,5,Silver,103.2,Disc,Drum,-,1466,1699,4413,1680Kg,-,185kmph,https://www.cardekho.com/used-cars+in+bangalore,8.75 Lakh
