,Car_Name,Fuel_type,Running_in_kms,Endine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Weight,Insp_score,top_speed,City_url,Car_price
2025,2014 Toyota Innova,Diesel,"78,000 kms",2494,Manual,12.99 kmpl,7,Silver,100.6,Ventilated Disc,Drum,-,1760,1765,4585,2300,-,155 Kmph,https://www.cardekho.com/used-cars+in+bangalore,13.95 Lakh
2026,2016 Ford Figo,Petrol,"47,000 kms",1499,Automatic,17.01 kmpl,5,Red,110.4,Ventilated Disc,Drum,-,1525,1695,3886,-,-,174.5 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.9 Lakh
2027,2007 Hyundai Verna,Petrol,"68,000 kms",1599,Manual,13.9 kmpl,5,Silver,103.2,Ventilated Disc,Disc & Drum,-,1490,1695,4310,1550,-,193 kmph,https://www.cardekho.com/used-cars+in+bangalore,3.25 Lakh
2028,2015 Maruti Ciaz,Petrol,"32,000 kms",1373,Manual,20.73 kmpl,5,Maroon,91.1,Ventilated Disc,Drum,-,1485,1730,4490,1490,-,190 kmph,https://www.cardekho.com/used-cars+in+bangalore,5.75 Lakh
2029,2019 Maruti Ciaz,Petrol,"49,890 kms",1462,Manual,21.56 kmpl,5,Blue,103.25,Ventilated Disc,Drum,-,1485,1730,4490,1520 Kg,-,-,https://www.cardekho.com/used-cars+in+bangalore,9.75 Lakh
2030,2013 Honda Brio,Petrol,"45,000 kms",1198,Manual,19.4 kmpl,5,Red,86.8,Disc,Drum,-,1500,1680,3610,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.65 Lakh
2031,2008 Honda City,Petrol,"77,000 kms",1497,Manual,17.0 kmpl,5,Silver,118,Disc,Drum,-,1480,1695,4420,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.65 Lakh
2032,2013 Chevrolet Beat,Diesel,"57,000 kms",936,Manual,25.44 kmpl,5,Red,57.6,Disc,Drum,-,1520,1595,3640,-,-,,https://www.cardekho.com/used-cars+in+bangalore,2.75 Lakh
2033,2018 BMW 5 Series,Diesel,"1,10,000 kms",1995,Automatic,20.37 kmpl,5,Blue,187.74,Ventilated Disc,Ventilated Disc,-,1466,2126,4936,-,-,235kmph,https://www.cardekho.com/used-cars+in+bangalore,42 Lakh
2034,2018 Toyota Innova Crysta,Diesel,"78,000 kms",2755,Automatic,11.36 kmpl,7,White,171.5,Disc,Drum,-,1795,1830,4735,2450,-,-,https://www.cardekho.com/used-cars+in+bangalore,21.75 Lakh
2035,2017 Renault KWID,Petrol,"36,000 kms",999,Automatic,24.04 kmpl,5,Red,67,Disc,Drum,-,1478,1579,3679,-,-,159.4 kmph,https://www.cardekho.com/used-cars+in+bangalore,4.25 Lakh
2036,2007 Hyundai Santro Xing,Petrol,"71,741 kms",1086,Automatic,17.8 kmpl,5,White,63,Ventilated Disc,Drum,-,1590,1525,3565,-,-,141 kmph,https://www.cardekho.com/used-cars+in+bangalore,1.95 Lakh
2037,2018 Tata Tiago,Petrol,"14,000 kms",1199,Automatic,23.84 kmpl,5,Red,83.83,Disc,Drum,-,1535,1647,3746,-,-,150 kmph,https://www.cardekho.com/used-cars+in+bangalore,6.49 Lakh
2038,2017 Jeep Compass,Diesel,"43,726 kms",1956,Manual,17.1 kmpl,5,Blue,170,Disc,Discs,-,1640,1818,4395,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,15.5 Lakh
2039,2016 Maruti Ciaz,Petrol,"2,260 kms",1373,Manual,20.73 kmpl,5,Brown,91.1,Ventilated Disc,Drum,-,1485,1730,4490,1490,-,190 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.65 Lakh
2040,2019 Ford Figo Aspire,Petrol,"10,000 kms",1194,Manual,20.4 kmpl,5,Red,94.93,Ventilated Disc,Drum,-,1525,1704,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,6.3 Lakh
2041,2016 Ford Figo Aspire,Diesel,"34,000 kms",1498,Manual,25.83 kmpl,5,Black,99,Ventilated Disc,Drum,-,1525,1695,3995,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.95 Lakh
2042,2010 Maruti Alto K10,Petrol,"55,656 kms",998,Manual,20.92 kmpl,5,Silver,67.1,Ventilated Disc,Drum,-,1460,1475,3620,1185,-,-,https://www.cardekho.com/used-cars+in+bangalore,2 Lakh
2043,2009 Maruti Swift,Diesel,"1,32,479 kms",1248,Manual,17.8 kmpl,5,White,75,Ventilated Disc,Drum,-,1530,1690,3760,1490,-,158 kmph,https://www.cardekho.com/used-cars+in+bangalore,3.25 Lakh
2044,2017 Skoda Rapid,Diesel,"48,297 kms",1498,Manual,21.13 kmpl,5,White,108.6,Disc,Drum,-,1466,1699,4413,1750Kg,-,185kmph,https://www.cardekho.com/used-cars+in+bangalore,7.8 Lakh
2045,2012 Mahindra XUV500,Diesel,"73,000 kms",2179,Manual,15.1 kmpl,7,Grey,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+bangalore,8.55 Lakh
2046,2010 Maruti Alto K10,Petrol,"42,100 kms",998,Manual,20.92 kmpl,5,Silver,67.1,Ventilated Disc,Drum,-,1460,1475,3620,1185,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.6 Lakh
2047,2018 Maruti Baleno RS,Petrol,"9,000 kms",998,Manual,21.1 kmpl,5,Red,100.5,Disc,Disc,-,1510,1745,3995,1360,-,186.08 kmph,https://www.cardekho.com/used-cars+in+bangalore,8.35 Lakh
2048,2016 Honda City,Petrol,"26,663 kms",1497,Manual,17.8 kmpl,5,Red,117.3,Disc,Drum,-,1495,1695,4440,-,-,195 Kmph,https://www.cardekho.com/used-cars+in+bangalore,8.5 Lakh
2049,2014 Mercedes-Benz A Class,Petrol,"50,820 kms",1595,Automatic,15.5 kmpl,5,Red,120.6,Ventilated Disc,Disc,-,1433,1780,4299,1920,-,202 Kmph,https://www.cardekho.com/used-cars+in+bangalore,15.75 Lakh
2050,2007 Tata Indica,Petrol,"23,000 kms",1396,Manual,15.3 kmpl,5,Orange,70,Ventilated Disc,Drum,-,1485,1665,3675,-,-,153 kmph,https://www.cardekho.com/used-cars+in+bangalore,1.95 Lakh
2051,2016 Maruti Alto 800,Petrol,"31,800 kms",796,Manual,22.74 kmpl,5,Silver,47.3,Solid Disc,Drum,-,1475,1490,3395,1185,-,140 kmph,https://www.cardekho.com/used-cars+in+bangalore,3.45 Lakh
2052,2017 Jeep Compass,Diesel,"26,000 kms",1956,Manual,17.1 kmpl,5,Red,170,Disc,Discs,-,1640,1818,4395,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,17.5 Lakh
2053,2017 Volkswagen Polo,Petrol,"41,421 kms",1199,Manual,16.2 kmpl,5,Red,74,Disc,Drum,-,1469,1682,3971,1500Kg,-,165 kmph,https://www.cardekho.com/used-cars+in+bangalore,6.75 Lakh
2054,2010 Hyundai Accent,Petrol,"94,832 kms",1495,Manual,16.36 kmpl,5,White,93.7,Ventilated Disc,Self-Adjusting Drum,-,1370,1670,4250,1525,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.45 Lakh
2055,2009 Maruti Wagon R,Petrol,"54,658 kms",998,Manual,21.79 kmpl,5,Red,67.05,Disc,Drum,-,1675,1620,3655,1340,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.4 Lakh
2056,2007 Honda City,Petrol,"80,000 kms",1497,Manual,17.7 kmpl,5,Silver,78,Ventilated Disc,Drum,-,1495,1695,4390,-,-,173 kmph,https://www.cardekho.com/used-cars+in+bangalore,1.99 Lakh
2057,2007 Hyundai Accent,Petrol,"80,157 kms",1495,Manual,13.2 kmpl,5,Grey,94,Ventilated Disc,Drum,-,1370,1670,4250,1525,-,170 kmph,https://www.cardekho.com/used-cars+in+bangalore,1.65 Lakh
2058,2017 Mercedes-Benz E-Class,Diesel,"27,000 kms",1950,Automatic,16.1 kmpl,5,White,191.7,Ventilated Disc,Disc,-,1494,1860,5063,-,-,240 kmph,https://www.cardekho.com/used-cars+in+bangalore,51 Lakh
2059,2014 Honda City,Petrol,"22,495 kms",1497,Manual,17.4 kmpl,5,Red,117.3,Disc,Drum,-,1495,1695,4440,-,-,195 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.25 Lakh
2060,2016 Hyundai Verna,Petrol,"35,765 kms",1591,Manual,17.01 kmpl,5,White,121.3,Disc,Drum,-,1475,1700,4375,-,-,196 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.25 Lakh
2061,2019 Hyundai Creta,Diesel,"10,893 kms",1582,Manual,19.67 kmpl,5,Orange,126.2,Disc,Drum,-,1630,1780,4270,-,-,190 Kmph,https://www.cardekho.com/used-cars+in+bangalore,15.65 Lakh
2062,2016 Honda Amaze,Petrol,"38,692 kms",1199,Manual,18.6 kmpl,5,Golden Brown,88.76,Disc,Drum,-,1501,1695,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,5.5 Lakh
2063,2012 Maruti Swift,Petrol,"61,800 kms",1197,Manual,18.6 kmpl,5,Red,85.8,Ventilated Disc,Drum,-,1530,1695,3850,1415,-,160km/hr,https://www.cardekho.com/used-cars+in+bangalore,4.45 Lakh
2064,2014 Hyundai Santa Fe,Diesel,"81,000 kms",2199,Manual,14.74 kmpl,7,White,194.3,Ventilated Disc,Solid Disc,-,1690,1880,4690,-,-,182 Kmph,https://www.cardekho.com/used-cars+in+bangalore,13.5 Lakh
2065,2017 Maruti Wagon R,Petrol,"37,850 kms",1061,Manual,18.9 kmpl,5,Red,67,Ventilated Disc,Drum,-,1700,1495,3595,1350,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.4 Lakh
2066,2016 Hyundai Grand i10,Petrol,"59,000 kms",1197,Automatic,18.9 kmpl,5,Maroon,82,Disc,Drum,-,1520,1660,3765,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.65 Lakh
2067,2013 Nissan Micra,Petrol,"51,000 kms",1198,Manual,18.44 kmpl,5,White,75,Ventilated Disc,Drum,-,1530,1665,3825,-,-,160 Kmph,https://www.cardekho.com/used-cars+in+bangalore,3.25 Lakh
2068,2011 Chevrolet Beat,Petrol,"30,330 kms",1199,Manual,18.6 kmpl,5,Golden,79.4,Disc,Drum,-,1520,1595,3640,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.75 Lakh
2069,2018 Jeep Compass,Diesel,"30,000 kms",1956,Manual,17.1 kmpl,5,Silver,170,Disc,Discs,-,1640,1818,4395,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,16 Lakh
2070,2016 Hyundai i20,Petrol,"74,000 kms",1197,Manual,18.6 kmpl,5,Black,81.83,Disc,Drum,-,1505,1734,3985,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.5 Lakh
2071,2013 Mercedes-Benz A Class,Petrol,"47,000 kms",1595,Automatic,15.5 kmpl,5,White,122,Ventilated Disc,Disc,-,1433,2022,4299,1920,-,202 Kmph,https://www.cardekho.com/used-cars+in+bangalore,14.45 Lakh
2072,2016 Hyundai i20,Petrol,"74,000 kms",1197,Manual,18.6 kmpl,5,Black,81.83,Disc,Drum,-,1505,1734,3985,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.5 Lakh
2073,2013 Mercedes-Benz A Class,Petrol,"47,000 kms",1595,Automatic,15.5 kmpl,5,White,122,Ventilated Disc,Disc,-,1433,2022,4299,1920,-,202 Kmph,https://www.cardekho.com/used-cars+in+bangalore,14.45 Lakh
2074,2019 Maruti Eeco,Petrol,"11,000 kms",1196,Manual,15.37 kmpl,5,Maroon,73,Ventilated Disc,Drum,-,1800,1475,3675,1510,-,145 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.5 Lakh
2075,2018 Maruti Eeco,Petrol,"25,000 kms",1196,Manual,15.37 kmpl,7,Grey,73,Ventilated Disc,Drum,-,1800,1475,3675,1540,-,145 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.25 Lakh
2076,2015 Volkswagen Vento,Diesel,"66,000 kms",1498,Automatic,21.21 kmpl,5,T BEIGE,103.2,Disc,Drum,-,1466,1699,4384,1770,-,186 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.23 Lakh
2077,2017 Ford Ecosport,Diesel,"58,000 kms",1498,Manual,23.0 kmpl,5,White,98.96,Ventilated Disc,Drum,-,1647,1765,3998,1690Kg,-,-,https://www.cardekho.com/used-cars+in+bangalore,8.75 Lakh
2078,2017 Maruti Baleno,Petrol,"54,020 kms",1197,Automatic,19.56 kmpl,5,Grey,81.8,Disc,Drum,-,1510,1745,3995,1360,-,-,https://www.cardekho.com/used-cars+in+bangalore,7.75 Lakh
2079,2016 Hyundai i20,Petrol,"44,805 kms",1197,Manual,18.6 kmpl,5,White,81.83,Disc,Drum,-,1505,1734,3985,-,-,170 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.5 Lakh
2080,2017 Mercedes-Benz New C-Class,Diesel,"55,000 kms",2143,Automatic,19.27 kmpl,5,Grey,170,Disc,Disc,-,1442,2020,4686,2135,-,233 Kmph,https://www.cardekho.com/used-cars+in+bangalore,29.84 Lakh
2081,2019 Maruti Baleno,Petrol,"33,582 kms",1197,Manual,21.01 kmpl,5,Grey,81.8,Disc,Drum,-,1510,1745,3995,1340,-,-,https://www.cardekho.com/used-cars+in+bangalore,8.15 Lakh
2082,2019 Honda WR-V,Petrol,"32,799 kms",1199,Manual,17.5 kmpl,5,Red,88.7,Ventilated Disc,Drum,-,1601,1734,3999,-,-,164.26 kmph,https://www.cardekho.com/used-cars+in+bangalore,9.15 Lakh
2083,2020 Honda Amaze,Petrol,"14,100 kms",1199,Manual,18.6 kmpl,5,White,88.76,Disc,Drum,-,1501,1695,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,8.55 Lakh
2084,2017 Volkswagen Ameo,Petrol,"23,155 kms",1198,Manual,17.0 kmpl,5,Brown,73.75,Disc,Drum,-,1483,1682,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,7.12 Lakh
2085,2013 Skoda Rapid,Petrol,"55,000 kms",1598,Manual,15.0 kmpl,5,Silver,103.52,Disc,Drum,-,1466,1699,4386,1674,-,188 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.25 Lakh
2086,2014 Mahindra XUV500,Diesel,"87,091 kms",2179,Manual,15.1 kmpl,7,Grey,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+bangalore,8.5 Lakh
2087,2016 Ford Ecosport,Diesel,"60,454 kms",1498,Manual,22.77 kmpl,5,Orange,98.59,Ventilated Disc,Drum,-,1708,1765,3999,-,-,182 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.95 Lakh
2088,2009 Hyundai Grand i10,Petrol,"77,579 kms",1197,Automatic,16.95 kmpl,5,Blue,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.25 Lakh
2089,2015 Ford Figo,Petrol,"51,000 kms",1499,Automatic,17.01 kmpl,5,Maroon,110.4,Ventilated Disc,Drum,-,1525,1695,3886,-,-,174.5 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.75 Lakh
2090,2012 BMW X3,Diesel,"1,03,000 kms",1995,Automatic,16.09 kmpl,5,Black,184,Ventilated Discs,Ventilated Discs,-,1661,2098,4648,-,-,210km/hr,https://www.cardekho.com/used-cars+in+bangalore,18.5 Lakh
2091,2018 Honda Amaze,Diesel,"35,830 kms",1498,Automatic,21.0 kmpl,5,MODERN STEEL METALLIC,78.9,Disc,Drum,-,1501,1695,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,9.8 Lakh
2092,2015 Maruti Celerio,Petrol,"57,226 kms",998,Automatic,23.1 kmpl,5,Grey,67.04,Ventilated Disc,Drum,-,1565,1635,3715,1250,-,150 Kmph,https://www.cardekho.com/used-cars+in+bangalore,4.75 Lakh
2093,2011 Hyundai i10,Petrol,"69,000 kms",1197,Manual,20.36 kmpl,5,Grey,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.73 Lakh
2094,2012 Hyundai Verna,Diesel,"93,000 kms",1582,Manual,22.32 kmpl,5,White,126.32,Disc,Disc,-,1475,1700,4370,-,-,190km/hr,https://www.cardekho.com/used-cars+in+bangalore,5 Lakh
2095,2015 Toyota Innova,Diesel,"1,41,191 kms",2494,Manual,12.99 kmpl,7,Silver,100.6,Ventilated Disc,Drum,-,1760,1760,4585,2300,-,155 Kmph,https://www.cardekho.com/used-cars+in+bangalore,13.73 Lakh
2096,2016 Mercedes-Benz GLC,Diesel,"33,000 kms",2143,Automatic,17.9 kmpl,5,White,170,Disc,Drum,-,1639,1890,4656,2505,-,210 Kmph,https://www.cardekho.com/used-cars+in+bangalore,47 Lakh
2097,2015 Maruti Ciaz,Diesel,"81,000 kms",1248,Manual,26.21 kmpl,5,White,88.5,Ventilated Discs,Drums,-,1485,1730,4490,1585,-,160 kmph,https://www.cardekho.com/used-cars+in+bangalore,6.98 Lakh
2098,2013 Hyundai i20,Petrol,"65,000 kms",1197,Manual,18.5 kmpl,5,White,82.85,Disc,Drum,-,1505,1710,3995,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.75 Lakh
2099,2012 Mahindra Xylo,Diesel,"75,000 kms",2498,Manual,11.68 kmpl,8,Brown,112,Disc,Drum,-,1895,1850,4520,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,5.9 Lakh
2100,2008 Maruti Alto,Petrol,"60,200 kms",796,Manual,19.7 kmpl,5,Red,46.3,Disc,Drum,-,1460,1475,3495,1140,-,137km/hr,https://www.cardekho.com/used-cars+in+bangalore,2.1 Lakh
2101,2009 Maruti Wagon R,Petrol,"62,400 kms",1061,Manual,18.9 kmpl,5,Red,67,Ventilated Disc,Drum,-,1700,1495,3595,1350,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.65 Lakh
2102,2012 Maruti Alto,Petrol,"65,500 kms",796,Manual,19.7 kmpl,5,Golden,46.3,Disc,Drum,-,1460,1475,3495,1140,-,137km/hr,https://www.cardekho.com/used-cars+in+bangalore,2.75 Lakh
2103,2009 Toyota Corolla Altis,Petrol,"1,01,251 kms",1798,Manual,14.28 kmpl,5,MET ECRU BEIGE,138.03,Ventilated Disc,Solid Disc,-,1475,1775,4620,1660,-,200 Kmph,https://www.cardekho.com/used-cars+in+bangalore,3 Lakh
2104,2015 Hyundai Verna,Diesel,"37,000 kms",1582,Automatic,22.32 kmpl,5,Silver,126.32,Disc,Disc,-,1475,1700,4370,-,-,190km/hr,https://www.cardekho.com/used-cars+in+bangalore,8.25 Lakh
2105,2018 Maruti Celerio X,Petrol,"16,922 kms",998,Manual,21.63 kmpl,5,Orange,67,Ventilated Disc,Drum,-,1565,1635,3715,1250s,-,-,https://www.cardekho.com/used-cars+in+bangalore,6.25 Lakh
2106,2012 Nissan Micra,Petrol,"58,000 kms",1198,Manual,18.06 kmpl,5,Orange,75,Ventilated Disc,Drum,-,1530,1665,3780,-,-,158km/hr,https://www.cardekho.com/used-cars+in+bangalore,3.25 Lakh
2107,2017 Maruti Vitara Brezza,Diesel,"36,000 kms",1248,Manual,24.3 kmpl,5,Grey,88.5,Ventilated Disc,Drum,-,1640,1790,3995,1680,-,172 kmph,https://www.cardekho.com/used-cars+in+bangalore,9.2 Lakh
2108,2008 Hyundai Santro Xing,Petrol,"55,000 kms",1086,Manual,17.92 kmpl,5,Grey,62.1,Ventilated Disc,Drum,-,1590,1525,3565,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.25 Lakh
2109,2017 Hyundai Creta,Petrol,"65,860 kms",1591,Manual,15.8 kmpl,5,Grey,121.3,Disc,Drum,-,1665,1780,4270,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,11.75 Lakh
2110,2008 Honda Civic,Petrol,"87,000 kms",1799,Manual,13.5 kmpl,5,Grey,130,Ventilated Disc,Disc,-,1450,1750,4545,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.2 Lakh
2111,2016 Maruti Baleno,Diesel,"44,000 kms",1248,Manual,27.39 kmpl,5,White,74,Disc,Drum,-,1510,1745,3995,1430,-,170 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.43 Lakh
2112,2013 Nissan Terrano,Diesel,"1,30,144 kms",1461,Manual,20.45 kmpl,5,White,83.8,Disc,Drum,-,1671,2000,4331,1764,-,156 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.75 Lakh
2113,2015 Volkswagen Jetta,Diesel,"57,076 kms",1968,Automatic,16.96 kmpl,5,White,138.03,Disc,Disc,-,1453,1778,4659,1970,-,207 Kmph,https://www.cardekho.com/used-cars+in+bangalore,11.75 Lakh
2114,2019 Kia Seltos,Petrol,"17,000 kms",1497,Manual,16.8 kmpl,5,Maroon,113.42,Disc,Drum,-,1645,1800,4315,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,12.5 Lakh
2115,2014 Maruti Swift,Diesel,"53,901 kms",1248,Manual,28.4 kmpl,5,Red,74,Disc,Drum,-,1530,1735,3840,1405Kg,-,-,https://www.cardekho.com/used-cars+in+bangalore,5.4 Lakh
2116,2015 Maruti Swift,Petrol,"94,066 kms",1197,Manual,16.1 kmpl,5,White,85,Ventilated Disc,Drum,-,1530,1690,3760,1415,-,160 kmph,https://www.cardekho.com/used-cars+in+bangalore,5.2 Lakh
2117,2012 Skoda Rapid,Diesel,"92,000 kms",1598,Manual,20.5 kmpl,5,Black,103.5,Disc,Drum,-,1466,1699,4386,1757,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.1 Lakh
2118,2017 Maruti Baleno,Petrol,"20,000 kms",1197,Manual,21.4 kmpl,5,Grey,83.1,Disc,Drum,-,1510,1745,3995,1340,-,180 Kmph,https://www.cardekho.com/used-cars+in+bangalore,6.15 Lakh
2119,2011 Ford Figo,Diesel,"77,000 kms",1399,Manual,20.0 kmpl,5,Black,68.05,Ventilated Discs,Drum,-,1427,1680,3795,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.5 Lakh
2120,2007 Hyundai Santro Xing,Petrol,"79,000 kms",1086,Manual,0.0 kmpl,5,Black,null ,-,-,-,-,-,-,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.25 Lakh
2121,2014 Honda Brio,Petrol,"49,021 kms",1198,Manual,19.4 kmpl,5,Red,86.8,Disc,Drum,-,1500,1680,3610,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,4.5 Lakh
2122,2010 Hyundai i20,Diesel,"1,13,955 kms",1396,Manual,21.9 kmpl,5,White,90,Disc,Disc,-,1505,1710,3940,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,3.75 Lakh
2123,2013 Hyundai i10,Petrol,"20,000 kms",1086,Manual,19.81 kmpl,5,Red,68.05,Ventilated Disc,Drum,-,1550,1595,3585,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+bangalore,3.75 Lakh
2124,2004 Mercedes-Benz E-Class,Diesel,"99,000 kms",2987,Automatic,11.0 kmpl,5,Blue,198.5,Ventilated Disc,Solid Disc,-,1420,1822,4818,2220,-,248 kmph,https://www.cardekho.com/used-cars+in+bangalore,8.5 Lakh
2125,2012 Chevrolet Cruze,Diesel,"63,000 kms",1998,Manual,17.3 kmpl,5,Grey,163.7,Disc,Disc,-,1477,1788,4597,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,5.25 Lakh
2126,2009 Ford Endeavour,Diesel,"1,30,000 kms",2953,Manual,10.9 kmpl,7,Grey,153.8,Ventilated Disc,Self-Adjusting Drum,-,-,-,-,-,-,144km/hr,https://www.cardekho.com/used-cars+in+bangalore,6.45 Lakh
2127,2012 Honda City,Petrol,"95,668 kms",1497,Automatic,15.6 kmpl,5,URBAN TITANIUM,116.3,Disc,Drum,-,1485,1695,4440,-,-,,https://www.cardekho.com/used-cars+in+bangalore,6.35 Lakh
2128,2014 Volkswagen Jetta,Diesel,"70,000 kms",1968,Manual,19.33 kmpl,5,White,138.03,Disc,Disc,-,1453,1778,4659,1940,-,207 Kmph,https://www.cardekho.com/used-cars+in+bangalore,8.75 Lakh
2129,2017 Toyota Innova Crysta,Diesel,"44,727 kms",2755,Automatic,11.36 kmpl,7,Bronze,171.5,Disc,Drum,-,1795,1830,4735,2450,-,-,https://www.cardekho.com/used-cars+in+bangalore,21.5 Lakh
2130,2015 Volkswagen Vento,Diesel,"51,301 kms",1498,Automatic,21.21 kmpl,5,White,103.2,Disc,Drum,-,1466,1699,4384,1770,-,186 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.75 Lakh
2131,2010 Honda Jazz,Petrol,"80,000 kms",1198,Manual,16.0 kmpl,5,Blue,90,Disc,Drum,-,1535,1695,3900,-,-,165 kmph,https://www.cardekho.com/used-cars+in+bangalore,3.75 Lakh
2132,2017 Hyundai i20,Diesel,"53,046 kms",1396,Manual,22.54 kmpl,5,Silver,88.73,Disc,Drum,-,1505,1734,3985,-,-,180 Kmph,https://www.cardekho.com/used-cars+in+bangalore,7.85 Lakh
2133,2012 Mahindra XUV500,Diesel,"1,03,888 kms",2179,Manual,15.1 kmpl,7,Red,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+bangalore,7.5 Lakh
2134,2017 Hyundai Grand i10,Petrol,"38,696 kms",1197,Manual,18.9 kmpl,5,Orange,81.86,Disc,Drum,-,1520,1660,3765,-,-,165 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.95 Lakh
2135,2013 Skoda Laura,Diesel,"85,000 kms",1968,Automatic,17.0 kmpl,5,Maroon,140,Disc,Disc,-,1485,1769,4569,2015,-,-,https://www.cardekho.com/used-cars+in+bangalore,8.75 Lakh
2136,2014 Mahindra XUV500,Diesel,"65,128 kms",2179,Manual,15.1 kmpl,7,Silver,140,Disc & Caliper Type,Disc & Caliper Type,-,1785,1890,4585,2450,-,175 kmph,https://www.cardekho.com/used-cars+in+bangalore,8.45 Lakh
2137,2007 Maruti SX4,Petrol,"76,000 kms",1586,Manual,15.5 kmpl,5,Black,103.3,Ventilated Disc,Drum,-,1560,1735,4490,-,-,177km/hr,https://www.cardekho.com/used-cars+in+bangalore,2.45 Lakh
2138,2017 Honda BR-V,Petrol,"31,000 kms",1497,Manual,15.4 kmpl,7,Maroon,117.3,Disc,Drum,-,1666,1735,4453,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,7.75 Lakh
2139,2009 Toyota Corolla Altis,Petrol,"80,000 kms",1798,Manual,14.53 kmpl,5,Golden,138.1,Ventilated Disc,Solid Disc,-,1475,1776,4620,-,-,205km/hr,https://www.cardekho.com/used-cars+in+bangalore,4.75 Lakh
2140,2018 Maruti Swift,Diesel,"61,113 kms",1248,Manual,28.4 kmpl,5,Blue,74,Disc,Drum,-,1530,1735,3840,1405Kg,-,-,https://www.cardekho.com/used-cars+in+bangalore,7.85 Lakh
2141,2009 Hyundai Santro Xing,Petrol,"56,000 kms",1086,Manual,17.92 kmpl,5,Red,62.1,Ventilated Disc,Drum,-,1590,1525,3565,-,-,-,https://www.cardekho.com/used-cars+in+bangalore,2.6 Lakh
2142,2017 Honda Brio,Petrol,"23,000 kms",1198,Manual,18.5 kmpl,5,White,86.8,Disc,Drum,-,1500,1680,3610,-,-,145 Kmph,https://www.cardekho.com/used-cars+in+bangalore,5.75 Lakh
