,Car_Name,Car_details,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Year_of_Manufacture,Steering_Type,Car_price
467,2016 Hyundai i20 Asta 1.2,"90,654 kms • Petrol • Manual",1197 ,18.6,5,Red,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2016,Power,₹ 5.75 Lakh
468,2021 Maruti Swift VXI,"52,229 kms • Petrol • Manual",1197 ,22.38,5,White,88.50,Disc,Drum,268,1530,1735,3845,1335,-,First Owner,2021,Electric,₹ 7.57 Lakh
469,2012 Skoda Rapid 1.6 TDI Elegance,"81,566 kms • Diesel • Manual",1598 ,20.5,5,Silver,103.5,Disc,Drum,460-litres,1466,1699,4386,1757,-,First Owner,2012,Power,₹ 4.38 Lakh
470,2020 Honda City ZX CVT,"18,772 kms • Petrol • Automatic",1498 ,18.3,5,Silver,119.35,Ventilated Disc,Drum,506,1489,1748,4549,1482-1528,-,First Owner,2020,Electric,₹ 13.47 Lakh
471,2018 Hyundai i20 Asta Option BSIV,"26,072 kms • Petrol • Manual",1197 ,18.6,5,Blue,81.86,Disc,Drum,285,1505,1734,3985,-,170 Kmph,First Owner,2018,Power,₹ 7.41 Lakh
472,2014 Maruti Swift VDI,"85,000 kms • Diesel • Manual",1248 ,22.9,5,White,74,Ventilated Disc,Drum,232-litres,1530,1695,3850,1505,158km/hr,Second Owner,2014,Power,₹ 5.15 Lakh
473,2013 Maruti Swift VDI,"73,000 kms • Diesel • Manual",1248 ,22.9,5,Grey,74,Ventilated Disc,Drum,232-litres,1530,1695,3850,1505,158km/hr,Second Owner,2013,Power,₹ 5.25 Lakh
474,2009 Maruti SX4 ZXI MT BSIV,"84,000 kms • Petrol • Manual",1586 ,15.5,5,Silver,103.3,Ventilated Disc,Drum,504-litres,1560,1735,4490,-,177km/hr,First Owner,2009,Power,₹ 2.95 Lakh
475,2017 Honda Jazz 1.2 SV i VTEC,"36,000 kms • Petrol • Manual",1199 ,18.7,5,Silver,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,First Owner,2017,Power,₹ 7.45 Lakh
476,2015 Honda Amaze VX AT i-Vtech,"34,270 kms • Petrol • Automatic",1198 ,15.5,5,TITANIUM GREY,86.7,Disc,Drum,400-litres,1505,1680,3990,-,160 Kmph,First Owner,2015,Power,₹ 5.20 Lakh
477,2020 BMW 5 Series 530i Sport,"5,852 kms • Petrol • Automatic",1998 ,15.56,5,Blue,248.08,Ventilated Disc,Ventilated Disc,520-litres,1466,2126,4936,-,250kmph,First Owner,2020,Power,₹ 59.45 Lakh
478,2018 Volkswagen Polo 1.0 MPI Highline Plus,"30,000 kms • Petrol • Manual",999 ,18.78,5,Red,75,Disc,Drum,280,1469,1682,3971,1500Kg,165 kmph,Second Owner,2018,Power,₹ 7.75 Lakh
479,2015 Hyundai i20 Asta 1.2,"72,000 kms • Petrol • Manual",1197 ,18.6,5,Silver,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2015,Power,₹ 6.40 Lakh
480,2017 Maruti Baleno RS,"48,638 kms • Petrol • Manual",998 ,21.1,5,Blue,100,Disc,Disc,339-litres,1510,1745,3995,1360,190 Kmph,First Owner,2017,Power,₹ 7.29 Lakh
481,2011 Hyundai i10 Sportz,"66,021 kms • Petrol • Manual",1197 ,20.36,5,Silver,78.9,Ventilated Disc,Drum,-,1550,1595,3585,-,-,First Owner,2011,Power,₹ 3.16 Lakh
482,2017 Maruti Celerio ZXI AT,"30,929 kms • Petrol • Automatic",998 ,23.1,5,Black,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2017,Power,₹ 5.18 Lakh
483,2020 Renault KWID 1.0 RXT AMT Opt,"7,250 kms • Petrol • Automatic",999 ,22,5,Red,67,Disc,Drum,279,1474,1579,3731,-,-,First Owner,2020,Electric,₹ 5.81 Lakh
484,2019 Hyundai i20 Sportz Plus CVT BSIV,"31,937 kms • Petrol • Automatic",1197 ,17.4,5,White,81.86,Disc,Drum,285,1505,1734,3985,-,170 Kmph,First Owner,2019,Power,₹ 7.74 Lakh
485,2019 Hyundai i20 Sportz Plus Dual Tone BSIV,"10,079 kms • Petrol • Manual",1197 ,18.6,5,Orange,81.86,Disc,Drum,285,1505,1734,3985,-,170 Kmph,First Owner,2019,Power,₹ 8.27 Lakh
486,2016 Honda City i VTEC V,"38,532 kms • Petrol • Manual",1497 ,17.8,5,Black,117.3,Disc,Drum,510-litres,1495,1695,4440,-,195 Kmph,First Owner,2016,Power,₹ 8.01 Lakh
487,2021 Maruti Alto 800 LXI Opt,"19,839 kms • Petrol • Manual",796 ,22.05,5,Silver,47.33,Disc,Drum,-,1475,1515,3445,1185,-,First Owner,2021,-,₹ 3.91 Lakh
488,2012 Maruti Swift VXI,"79,774 kms • Petrol • Manual",1197 ,18.6,5,Silver,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2012,Power,₹ 4.93 Lakh
489,2017 Tata Tiago 1.2 Revotron XZ,"20,930 kms • Petrol • Manual",1199 ,23.84,5,Orange,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2017,Power,₹ 5.18 Lakh
490,2021 Maruti Swift VXI,"35,016 kms • Petrol • Manual",1197 ,22.38,5,Red,88.50,Disc,Drum,268,1530,1735,3845,1335,-,First Owner,2021,Electric,₹ 7.43 Lakh
491,2016 Maruti Baleno 1.2 Delta,"30,490 kms • Petrol • Manual",1197 ,21.4,5,Red,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,180 Kmph,Second Owner,2016,Power,₹ 6.40 Lakh
492,2018 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,"20,502 kms • Petrol • Automatic",1497 ,14.8,5,White,121.36,Ventilated Disc,Drum,352-litres,1647,1765,3998,1705Kg,171.43 kmph,First Owner,2018,Power,₹ 8.99 Lakh
493,2016 Hyundai Grand i10 Sportz,"28,591 kms • Petrol • Manual",1197 ,18.9,5,Grey,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,First Owner,2016,Power,₹ 5.40 Lakh
494,2020 Skoda Rapid 1.0 TSI Ambition AT,"25,747 kms • Petrol • Automatic",999 ,16.24,5,White,108.62,Disc,Drum,460,1466,1699,4413,1700,-,First Owner,2020,Power,₹ 11.65 Lakh
495,2014 Maruti Ertiga VXI ABS,"43,824 kms • Petrol • Manual",1373 ,16.02,7,Grey,93.7,Disc,Drum,135-liters,1685,1695,4265,1760,164 Kmph,First Owner,2014,Power,₹ 7.65 Lakh
496,2010 Nissan Micra XE,"1,58,658 kms • Petrol • Manual",1198 ,18.06,5,White,75,Ventilated Disc,Drum,251-litres,1530,1665,3780,-,158km/hr,First Owner,2010,Power,₹ 1.60 Lakh
497,2017 Maruti Swift Dzire LXI,"36,254 kms • Petrol • Manual",1197 ,19,5,Blue,85.8,Ventilated Disc,Drum,320 liters,1555,1695,3995,1415,169 kmph,First Owner,2017,Power,₹ 6.30 Lakh
498,2019 Maruti Vitara Brezza ZDi AMT,"72,000 kms • Diesel • Automatic",1248 ,24.3,5,White,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,172 kmph,First Owner,2019,Power,₹ 11 Lakh
499,2013 Audi Q5 2.0 TDI,"1,00,000 kms • Diesel • Automatic",1968 ,14.16,5,White,174.3,Ventilated Disc,Disc,540-litres,1655,2089,4629,2430,200 Kmph,Second Owner,2013,Power,₹ 12 Lakh
500,2017 Tata Tiago 1.2 Revotron XZ,"64,426 kms • Petrol • Manual",1199 ,23.84,5,Yellow,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2017,Power,₹ 5.21 Lakh
501,2016 Maruti Alto 800 LXI,"21,891 kms • Petrol • Manual",796 ,22.74,5,Yellow,47.3,Solid Disc,Drum,177-litres,1475,1490,3395,1185,140 kmph,First Owner,2016,Power,₹ 3.22 Lakh
502,2021 Hyundai Venue S Plus,"46,233 kms • Petrol • Manual",1197 ,17.52,5,Silver,81.86,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2021,Electric,₹ 8.18 Lakh
503,2020 Maruti Vitara Brezza ZXI Plus AT Dual Tone,"29,891 kms • Petrol • Automatic",1462 ,18.76,5,White,103.26,Ventilated Disc,Drum,328,1640,1790,3995,1600,-,Second Owner,2020,Electronic,₹ 10.37 Lakh
504,2020 Maruti S-Presso VXI Plus 2019-2022,"22,794 kms • Petrol • Manual",998 ,21.7,5,Silver,65.71,Ventilated Disc,Drum,-,1567,1520,3565,1170,-,Second Owner,2020,Power,₹ 4.81 Lakh
505,2021 Renault KWID Climber 1.0 MT Opt,"14,735 kms • Petrol • Manual",999 ,21.74,5,White,67,Disc,Drum,279,1490,1579,3731,-,-,First Owner,2021,Electric,₹ 5.33 Lakh
506,2021 Jeep Compass 1.4 Limited Opt DCT,"27,734 kms • Petrol • Automatic",1368 ,14.1,5,Green,160.77,Disc,Disc,-,1640,1818,4405,-,-,First Owner,2021,Power,₹ 24.60 Lakh
507,2013 Maruti Swift VXI,"53,346 kms • Petrol • Manual",1197 ,18.6,5,Red,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2013,Power,₹ 5.18 Lakh
508,2018 Tata Tiago 1.2 Revotron XZ,"27,417 kms • Petrol • Manual",1199 ,23.84,5,Red,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2018,Power,₹ 5.68 Lakh
509,2021 Maruti Alto 800 VXI Plus,"1,450 kms • Petrol • Manual",796 ,22.05,5,Silver,47.33,Disc,Drum,-,1475,1515,3445,1185,-,First Owner,2021,-,₹ 4.60 Lakh
510,2017 Honda City i VTEC V,"51,480 kms • Petrol • Manual",1497 ,17.8,5,Grey,117.3,Disc,Drum,510-litres,1495,1695,4440,-,195 Kmph,Second Owner,2017,Power,₹ 7.36 Lakh
511,2020 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"16,747 kms • Petrol • Manual",1197 ,18.9,5,Blue,81.86,Disc,Drum,256,1520,1660,3765,-,165 Kmph,Second Owner,2020,Power,₹ 6.18 Lakh
512,2016 Hyundai Verna 1.6 VTVT S Option,"45,000 kms • Petrol • Manual",1591 ,17.01,5,White,121.4,Disc,Drum,465-litres,1475,1700,4375,-,196 Kmph,Second Owner,2016,Power,₹ 7.25 Lakh
513,2007 Honda Civic 1.8 MT Sport,"40,000 kms • Petrol • Manual",1799 ,13.5,5,Gray,130,Ventilated Disc,Disc,405 liters,1450,1750,4545,-,-,Second Owner,2007,Power,₹ 3.10 Lakh
514,2014 Maruti Swift DDiS VDI,"1,00,000 kms • Diesel • Manual",1248 ,28.4,5,Maroon,74,Disc,Drum,-,1530,1735,3840,1405Kgs,-,Second Owner,2014,Power,₹ 4.95 Lakh
515,2011 Maruti Wagon R VXI BS IV,"80,000 kms • Petrol • Manual",998 ,18.9,5,Gray,67.1,Ventilated Disc,Drum,-,1700,1495,3595,1350,-,Fourth Owner,2011,Power,₹ 2.80 Lakh
516,2014 Maruti Swift Dzire VXI,"1,10,000 kms • Petrol • Manual",1197 ,19.1,5,Silver,85.8,Ventilated Disc,Drum,320 liters,1555,1695,3995,1415,169 kmph,First Owner,2014,Power,₹ 5.50 Lakh
517,2012 Honda Jazz X,"64,000 kms • Petrol • Manual",1198 ,16.7,5,Grey,88.8,Disc,Drum,-,1535,1695,3900,-,165km/hr,Second Owner,2012,Power,₹ 4.75 Lakh
518,2015 Audi Q5 2.0 TDI Premium Plus,"42,000 kms • Diesel • Automatic",1968 ,14.16,5,Blue,174.3,Ventilated Disc,Disc,540-litres,1655,2089,4629,2430,200 Kmph,Second Owner,2015,Power,₹ 22 Lakh
519,2018 Maruti Baleno 1.2 Zeta,"25,000 kms • Petrol • Manual",1197 ,21.4,5,Other,83.1,Disc,Drum,339-litres,1510,1745,3995,1340,180 Kmph,First Owner,2018,Power,₹ 6.90 Lakh
520,2022 Mahindra Bolero B6 Opt,"20,175 kms • Diesel • Manual",1493 ,16,7,White,74.96,disc,drum,-,1880,1745,3995,-,125.67kmph,First Owner,2022,-,₹ 11.44 Lakh
521,2015 Hyundai Grand i10 Sportz,"44,658 kms • Petrol • Manual",1197 ,18.9,5,Maroon,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,First Owner,2015,Power,₹ 5.04 Lakh
522,2018 Hyundai i20 1.2 Asta Option,"15,561 kms • Petrol • Manual",1197 ,18.6,5,Orange,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,First Owner,2018,Power,₹ 7.62 Lakh
523,2018 Toyota Yaris VX CVT BSIV,"54,230 kms • Petrol • Automatic",1496 ,17.8,5,Grey,105.5,Disc,Disc,476,1495,1730,4425,1580,146.25 kmph,First Owner,2018,Power,₹ 9.44 Lakh
524,2020 Hyundai i20 Sportz Plus CVT BSIV,"28,693 kms • Petrol • Automatic",1197 ,17.4,5,White,81.86,Disc,Drum,285,1505,1734,3985,-,170 Kmph,First Owner,2020,Power,₹ 8.93 Lakh
525,2015 Hyundai Grand i10 Sportz,"44,383 kms • Petrol • Manual",1197 ,18.9,5,White,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,Second Owner,2015,Power,₹ 4.90 Lakh
526,2017 Honda Jazz 1.5 VX i DTEC,"50,617 kms • Diesel • Manual",1498 ,27.3,5,Maroon,98.6,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,Second Owner,2017,Power,₹ 7.28 Lakh
527,2018 Renault Captur 1.5 Diesel RXL,"99,827 kms • Diesel • Manual",1461 ,20.37,5,White,108.45,Disc,Drum,392 Litres,1626 ,1813,4329,-,-,First Owner,2018,Power,₹ 7.45 Lakh
528,2013 Hyundai Grand i10 CRDi Magna,"87,105 kms • Diesel • Manual",1120 ,24,5,Silver,70,Disc,Drum,256-liters,1520,1660,3765,-,157 Kmph,Second Owner,2013,Power,₹ 3.93 Lakh
529,2017 Mahindra XUV500 W10 AWD,"69,498 kms • Diesel • Manual",2179 ,16,7,Brown,140,Disc,Disc,720-litres,1785,1890,4585,2510,185 Kmph,First Owner,2017,Power,₹ 14.88 Lakh
530,2015 Maruti Swift VXI,"58,431 kms • Petrol • Manual",1197 ,21.21,5,Grey,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2015,Electric,₹ 5.65 Lakh
531,2022 Skoda Slavia 1.0 TSI Style,"6,626 kms • Petrol • Manual",999 ,19.47,5,Silver,113.98,Disc,Drum,521 Litres,1507,1752,4541,1630,-,First Owner,2022,Electric,₹ 16.93 Lakh
532,2013 Renault Duster 85PS Diesel RxL,"2,00,000 kms • Diesel • Manual",1461 ,20.45,5,White,83.8,Ventilated Disc,Drum,475-litres,1695,1822,4315,1758,-,First Owner,2013,Power,₹ 4.50 Lakh
533,2008 Hyundai Accent GLE,"89,000 kms • Petrol • Manual",1495 ,13.2,5,Gold,94,Ventilated Disc,Drum,380 litres,1370,1670,4250,1525,170 kmph,Second Owner,2008,Power,₹ 1.70 Lakh
534,2013 Mitsubishi Pajero Select Plus 4X4 MT,"69,685 kms • Diesel • Manual",2477 ,13.5,7,Black,175.56,Ventilated Disc,Ventilated Drum,500-litres,1840,1815,4695,2650,190 Kmph,First Owner,2013,Power,₹ 14.20 Lakh
535,2017 Volkswagen Polo 1.5 TDI Highline,"70,000 kms • Diesel • Manual",1498 ,20.14,5,White,88,Disc,Drum,280,1469,1682,3971,1620,163 Kmph,Second Owner,2017,Power,₹ 7 Lakh
536,2005 Hyundai Santro Xing XL,"60,000 kms • Petrol • Manual",1086 ,-,5,Silver,-,-,-,-,-,-,-,-,-,Second Owner,2005,Power,₹ 1.40 Lakh
537,2008 Maruti Alto LXi,"1,00,000 kms • Petrol • Manual",796 ,19.7,5,Other,46.3,Disc,Drum,-,1460,1475,3495,1140,137km/hr,Third Owner,2008,Power,₹ 1.50 Lakh
538,2006 Maruti Esteem VX - BSII,"30,000 kms • Petrol • Manual",1298 ,15.9,5,Silver,-,-,-,-,-,-,-,-,-,First Owner,2006,Power,₹ 1 Lakh
539,2017 Maruti Vitara Brezza VDi Option,"64,500 kms • Diesel • Manual",1248 ,24.3,5,White,88.5,Ventilated Disc,Drum,328-litres,1640,1790,3995,1680,172 kmph,First Owner,2017,Power,₹ 7.50 Lakh
540,2014 Hyundai i20 Sportz 1.2,"70,473 kms • Petrol • Manual",1197 ,18.6,5,White,81.83,Disc,Drum,295-litres,1505,1734,3985,-,170 Kmph,Second Owner,2014,Power,₹ 4.87 Lakh
541,2019 Tata Nexon 1.2 Revotron XZA Plus DualTone,"32,132 kms • Petrol • Automatic",1198 ,17,5,Red,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,Second Owner,2019,Power,₹ 10.42 Lakh
542,2013 Hyundai Grand i10 Era,"46,554 kms • Petrol • Manual",1197 ,18.9,5,Maroon,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,Second Owner,2013,Power,₹ 3.92 Lakh
543,2018 Toyota Yaris V CVT BSIV,"19,043 kms • Petrol • Automatic",1496 ,17.8,5,White,105.5,Disc,Disc,476,1495,1730,4425,1580,-,First Owner,2018,Power,₹ 10.19 Lakh
544,2015 Maruti Swift VXI,"31,457 kms • Petrol • Manual",1197 ,21.21,5,Grey,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2015,Electric,₹ 5.51 Lakh
545,2018 Toyota Yaris V CVT BSIV,"22,887 kms • Petrol • Automatic",1496 ,17.8,5,Silver,105.5,Disc,Disc,476,1495,1730,4425,1580,-,First Owner,2018,Power,₹ 10.09 Lakh
546,2015 Renault Duster 85PS Diesel RxL Plus,"71,663 kms • Diesel • Manual",1461 ,20.45,5,Silver,83.8,Ventilated Disc,Drum,475-litres,1695,1822,4315,1758,-,First Owner,2015,Power,₹ 7.02 Lakh
547,2017 Tata Tiago 1.2 Revotron XTA,"79,547 kms • Petrol • Automatic",1199 ,23.84,5,Red,84,Disc,Drum,242-litres,1535,1647,3746,-,151.2 kmph,First Owner,2017,Power,₹ 4.51 Lakh
548,2020 Hyundai Grand i10 Nios Sportz,"16,335 kms • Petrol • Manual",1197 ,20.7,5,Black,81.86,Disc,Drum,-,1520,1680,3805,-,-,Second Owner,2020,Electric,₹ 6.71 Lakh
549,2020 Toyota Yaris J,"42,156 kms • Petrol • Manual",1496 ,17.1,5,White,105.94,Disc,Drum,476,1495,1730,4425,1580,-,First Owner,2020,Power,₹ 9.16 Lakh
550,2019 Maruti Baleno Alpha CVT,"14,592 kms • Petrol • Automatic",1197 ,19.56,5,Blue,81.80,Disc,Drum,339-litres,1510,1745,3995,1360,-,First Owner,2019,Electric,₹ 8.82 Lakh
551,2018 Renault KWID 1.0 AMT RXT,"34,230 kms • Petrol • Automatic",999 ,24.04,5,Green,67,Disc,Drum,300,1478,1579,3679,-,159.4 kmph,First Owner,2018,Power,₹ 4.79 Lakh
552,2022 Skoda Slavia 1.5 TSI Style AT,"10,000 kms • Petrol • Automatic",1498 ,18.41,5,Grey,147.52,Disc,Drum,521 Litres,1507,1752,4541,1685,-,First Owner,2022,Electric,₹ 19.45 Lakh
553,2010 Mercedes-Benz E-Class E250 CDI Blue Efficiency,"73,000 kms • Diesel • Automatic",2143 ,14.21,5,Maroon,203,Ventilated Disc,Ventilated Disc,540-litre,1471,1854,4868,2280,242km/hr,Second Owner,2010,Power,₹ 13.25 Lakh
554,2015 Mitsubishi Pajero Sport 4X4 AT,"1,12,000 kms • Diesel • Automatic",2477 ,13.5,6,White,175.56,Ventilated Discs,Ventilated Drum In Discs,-,1840,1815,4695,2710,190km/hr,First Owner,2015,Power,₹ 15.95 Lakh
555,2020 Ford Endeavour Titanium Plus 4X4 AT,"40,000 kms • Diesel • Automatic",1996 ,12.4,7,White,167.62,Disc,Disc,-,1837,1869,4903,-,-,First Owner,2020,Power,₹ 38.50 Lakh
556,2003 Hyundai Santro Xing XS,"79,000 kms • Petrol • Manual",1086 ,17.8,5,Few Dew,63,Ventilated Disc,Drum,218 litres,1590,1525,3565,-,141 kmph,Third Owner,2003,Power,₹ 1.70 Lakh
557,2018 Honda Jazz 1.2 V AT i VTEC,"64,000 kms • Petrol • Automatic",1199 ,19,5,Grey,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,First Owner,2018,Power,₹ 7.75 Lakh
558,2020 Kia Carnival Limousine,"42,000 kms • Diesel • Automatic",2199 ,14.11,7,Grey,197.26,Disc,Disc,540,1755,1985,5115,-,-,First Owner,2020,-,₹ 36 Lakh
559,2008 Hyundai i10 Magna(O) with Sun Roof,"75,000 kms • Petrol • Manual",1086 ,16,5,Black,66.7,Disc,Drum,-,1550,1595,3565,-,-,Second Owner,2008,Power,₹ 3 Lakh
560,2017 Maruti Baleno 1.2 CVT Delta,"50,739 kms • Petrol • Automatic",1197 ,21.4,5,White,83.1,Disc,Drum,339-litres,1510,1745,3995,1360,180 Kmph,Second Owner,2017,Power,₹ 7.16 Lakh
561,2014 Maruti Swift VXI,"40,325 kms • Petrol • Manual",1197 ,18.6,5,White,85.8,Ventilated Disc,Drum,232-litres,1530,1695,3850,1415,160km/hr,First Owner,2014,Power,₹ 5.28 Lakh
562,2017 Renault KWID 1.0 RXT,"22,033 kms • Petrol • Manual",999 ,23.01,5,Green,67,Disc,Drum,300,1478,1579,3679,-,155.8 kmph,First Owner,2017,Power,₹ 4.05 Lakh
563,2015 Maruti Celerio VXI AT,"42,797 kms • Petrol • Automatic",998 ,23.1,5,Red,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2015,Power,₹ 4.51 Lakh
564,2018 Honda WR-V i-VTEC S,"21,709 kms • Petrol • Manual",1199 ,17.5,5,Red,88.7,Ventilated Disc,Drum,363 Litres,1601,1734,3999,-,164.26kmph,First Owner,2018,Electric,₹ 7.84 Lakh
565,2020 Skoda Rapid 1.0 TSI Ambition,"11,536 kms • Petrol • Manual",999 ,18.97,5,Black,108.62,Disc,Drum,460,1466,1699,4413,1670,-,First Owner,2020,Power,₹ 9.23 Lakh
566,2018 Tata Tiago 1.2 Revotron XZ,"32,970 kms • Petrol • Manual",1199 ,23.84,5,Orange,84,Disc,Drum,242-litres,1535,1647,3746,-,150 kmph,First Owner,2018,Power,₹ 5.33 Lakh
567,2016 Maruti Celerio VXI AT Optional,"40,003 kms • Petrol • Automatic",998 ,23.1,5,White,67.04,Ventilated Disc,Drum,235-litres,1565,1635,3715,1250,150 Kmph,First Owner,2016,Power,₹ 4.95 Lakh
568,2014 Mahindra Scorpio S8 7 Seater,"1,49,031 kms • Diesel • Manual",2179 ,15.4,7,White,120,Disc,Drum,460-litres,1995,1820,4456,2510,150 Kmph,First Owner,2014,Power,₹ 8.70 Lakh
569,2015 Hyundai EON Era Plus,"41,937 kms • Petrol • Manual",814 ,21.1,5,Silver,55.2,Disc,Drum,215-litres,1500,1550,3495,-,135 Kmph,First Owner,2015,Power,₹ 3.75 Lakh
570,2018 Toyota Yaris V CVT BSIV,"23,240 kms • Petrol • Automatic",1496 ,17.8,5,Brown,105.5,Disc,Disc,476,1495,1730,4425,1580,-,First Owner,2018,Power,₹ 9.85 Lakh
571,2020 Hyundai Santro Sportz AMT,"21,939 kms • Petrol • Automatic",1086 ,20.3,5,Blue,68.05,Disc,Drum,235,1560 ,1645 ,3610 ,-,-,Second Owner,2020,Electric,₹ 5.85 Lakh
572,2020 Toyota Yaris VX CVT,"37,615 kms • Petrol • Automatic",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,₹ 11.60 Lakh
573,2008 Hyundai i10 Era,"70,000 kms • Petrol • Manual",1086 ,19.81,5,Other,68.05,Ventilated Disc,Drum,225-litres,1550,1595,3585,-,165 Kmph,Second Owner,2008,Power,₹ 1.95 Lakh
574,2021 Mahindra XUV300 W8 Option Diesel,"25,000 kms • Diesel • Manual",1497 ,20.1,5,Silver,115.05,Disc,Disc,-,1627,1821,3995,-,-,First Owner,2021,Power,₹ 13 Lakh
575,2010 Maruti Wagon R LXI Minor,"75,000 kms • Petrol • Manual",1061 ,18.9,5,Other,67,Ventilated Disc,Drum,-,1700,1475,3595,1350,-,Fourth Owner,2010,Power,₹ 1.75 Lakh
576,2018 Mahindra XUV500 W11 AT BSIV,"53,363 kms • Diesel • Automatic",2179 ,15.1,7,Maroon,152.87,Ventilated Disc,Disc,-,1785,1890,4585,2510,-,Second Owner,2018,Power,₹ 18.45 Lakh
577,2016 Maruti Swift VXI BSIV,"33,000 kms • Petrol • Manual",1197 ,22,5,Red,81.80,Disc,Drum,268,1530,1735,3840,1315,-,First Owner,2016,Power,₹ 6.45 Lakh
578,2018 Volkswagen Polo 1.5 TDI Comfortline,"86,000 kms • Diesel • Manual",1498 ,20.14,5,White,88,Disc,Drum,280,1469,1682,3971,1620,163 Kmph,Third Owner,2018,Power,₹ 7.25 Lakh
579,2018 Tata Nexon 1.5 Revotorq XM,"69,374 kms • Diesel • Manual",1497 ,21.5,5,White,108.5,Disc,Drum,350,1607,1811,3994,-,154.19 kmph,First Owner,2018,Power,₹ 8.35 Lakh
580,2020 Hyundai Grand i10 Nios Asta,"9,983 kms • Petrol • Manual",1197 ,20.7,5,Blue,81.86,Disc,Drum,-,1520,1680,3805,-,-,First Owner,2020,Electric,₹ 7.92 Lakh
581,2021 Maruti Wagon R CNG LXI,"28,061 kms • CNG • Manual",998 ,32.52,5,White,58.33,Disc,Drum,341 Litres,1675 ,1620 ,3655 ,1340,-,First Owner,2021,Power,₹ 6.13 Lakh
582,2021 Tata Altroz XM plus,"19,763 kms • Petrol • Manual",1199 ,19.33,5,White,86.83,Disc,Drum,345,1523,1755,3990,-,-,First Owner,2021,Electric,₹ 7.76 Lakh
583,2020 Hyundai Venue S,"23,241 kms • Petrol • Manual",1197 ,17.52,5,Blue,81.86,Disc,Drum,350,1605 ,1770 ,3995 ,-,-,First Owner,2020,Electric,₹ 8.74 Lakh
584,2018 Mahindra Marazzo M8,"75,652 kms • Diesel • Manual",1497 ,17.3,7,White,121,Disc,Disc,190,1774 ,1866 ,4585 ,-,145kmph,First Owner,2018,Power,₹ 12.40 Lakh
585,2014 Hyundai Grand i10 Asta,"76,045 kms • Petrol • Manual",1197 ,18.9,5,Yellow,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,First Owner,2014,Power,₹ 4.39 Lakh
586,2015 Hyundai Grand i10 Asta,"58,487 kms • Petrol • Manual",1197 ,18.9,5,Maroon,82,Disc,Drum,256-liters,1520,1660,3765,-,165 Kmph,Second Owner,2015,Power,₹ 4.84 Lakh
587,2016 Tata Zest Revotron 1.2 XT,"78,624 kms • Petrol • Manual",1193 ,17.57,5,White,88.7,Disc,Drum,390,1570,1706,3995,-,154 Kmph,First Owner,2016,Power,₹ 4.69 Lakh
588,2018 Honda Jazz 1.2 V AT i VTEC,"64,374 kms • Petrol • Automatic",1199 ,19,5,Grey,88.7,Disc,Drum,354-litres,1544,1694,3955,-,172 Kmph,First Owner,2018,Power,₹ 7.55 Lakh
589,2015 Maruti Wagon R VXI Optional,"57,959 kms • Petrol • Manual",998 ,20.51,5,Red,67.04,Ventilated Disc,Drum,180-liters,1700,1495,3599,1350,152 kmph,First Owner,2015,Power,₹ 4.36 Lakh
590,2020 Mahindra Scorpio S11,"66,778 kms • Diesel • Manual",2179 ,15.4,7,White,136.78,Ventilated Disc,Drum,-,1995,1820,4456,2510,-,First Owner,2020,-,₹ 16.93 Lakh
