,Endine_disp,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,cargo_volume,height,width,length,Gross_Weight,top_speed,Ownership,Steering_Type,Car_price,Brand,Model,Running_kms,Fuel_type,Gear_Transmission,Car_age
771,998.0,18.9,5.0,Gray,67.1,Ventilated Disc,Drum,350.0,1700.0,1495.0,3595.0,1350.0,170.0,Fourth Owner,Power,280000.0,maruti,wagon r vxi bs iv,80000.0, Petrol , Manual,12.0
772,1197.0,19.1,5.0,Silver,85.8,Ventilated Disc,Drum,320.0,1555.0,1695.0,3995.0,1415.0,169.0,First Owner,Power,550000.0,maruti,swift dzire vxi,110000.0, Petrol , Manual,9.0
773,1198.0,16.7,5.0,Grey,88.8,Disc,Drum,350.0,1535.0,1695.0,3900.0,1580.0,165.0,Second Owner,Power,475000.0,honda,jazz x,64000.0, Petrol , Manual,11.0
774,1968.0,14.16,5.0,Blue,174.3,Ventilated Disc,Disc,540.0,1655.0,2060.0,4629.0,2430.0,200.0,Second Owner,Power,2200000.0,audi,q5 2.0 tdi premium plus,42000.0, Diesel , Automatic,8.0
775,1197.0,21.4,5.0,Other,83.1,Disc,Drum,339.0,1510.0,1745.0,3995.0,1340.0,180.0,First Owner,Power,690000.0,maruti,baleno 1.2 zeta,25000.0, Petrol , Manual,5.0
776,1493.0,16.0,7.0,White,74.96,Disc,Drum,350.0,1845.7999999999997,1745.0,3995.0,1580.0,135.0,First Owner,Power,1144000.0,mahindra,bolero b6 opt,20175.0, Diesel , Manual,1.0
777,1197.0,18.9,5.0,Maroon,82.0,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,165.0,First Owner,Power,504000.0,hyundai,grand i10 sportz,44658.0, Petrol , Manual,8.0
778,1197.0,18.6,5.0,Orange,81.83,Disc,Drum,295.0,1505.0,1734.0,3985.0,1580.0,170.0,First Owner,Power,762000.0,hyundai,i20 1.2 asta option,15561.0, Petrol , Manual,5.0
779,1496.0,17.8,5.0,Grey,105.5,Disc,Disc,476.0,1495.0,1730.0,4425.0,1580.0,146.0,First Owner,Power,944000.0,toyota,yaris vx cvt bsiv,54230.0, Petrol , Automatic,5.0
780,1197.0,17.4,5.0,White,81.86,Disc,Drum,285.0,1505.0,1734.0,3985.0,1580.0,170.0,First Owner,Power,893000.0,hyundai,i20 sportz plus cvt bsiv,28693.0, Petrol , Automatic,3.0
781,1197.0,18.9,5.0,White,82.0,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,165.0,Second Owner,Power,490000.00000000006,hyundai,grand i10 sportz,44383.0, Petrol , Manual,8.0
782,1498.0,26.029999999999998,5.0,Maroon,98.6,Disc,Drum,354.0,1544.0,1694.0,3955.0,1580.0,172.0,Second Owner,Power,728000.0,honda,jazz 1.5 vx i dtec,50617.0, Diesel , Manual,6.0
783,1461.0,20.37,5.0,White,108.45,Disc,Drum,392.0,1626.0,1813.0,4329.0,1580.0,170.0,First Owner,Power,745000.0,renault,captur 1.5 diesel rxl,99827.0, Diesel , Manual,5.0
784,1120.0,24.0,5.0,Silver,70.0,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,157.0,Second Owner,Power,393000.0,hyundai,grand i10 crdi magna,87105.0, Diesel , Manual,10.0
785,2179.0,16.0,7.0,Brown,140.0,Disc,Disc,720.0,1785.0,1890.0,4585.0,2510.0,185.0,First Owner,Power,1488000.0,mahindra,xuv500 w10 awd,69498.0, Diesel , Manual,6.0
786,1197.0,21.21,5.0,Grey,81.8,Disc,Drum,268.0,1530.0,1735.0,3840.0,1315.0,170.0,First Owner,Electric,565000.0,maruti,swift vxi,58431.0, Petrol , Manual,8.0
787,999.0,19.47,5.0,Silver,113.98,Disc,Drum,521.0,1507.0,1752.0,4541.0,1630.0,170.0,First Owner,Electric,1693000.0,skoda,slavia 1.0 tsi style,6626.0, Petrol , Manual,1.0
788,1461.0,20.45,5.0,White,83.8,Ventilated Disc,Drum,475.0,1695.0,1822.0,4315.0,1758.0,170.0,First Owner,Power,450000.0,renault,duster 85ps diesel rxl,120165.09999999999, Diesel , Manual,10.0
789,1495.0,13.2,5.0,Gold,94.0,Ventilated Disc,Drum,380.0,1427.0,1670.0,4250.0,1525.0,170.0,Second Owner,Power,170000.0,hyundai,accent gle,89000.0, Petrol , Manual,15.0
790,2477.0,13.5,7.0,Black,175.56,Ventilated Disc,Ventilated Drum,500.0,1840.0,1815.0,4695.0,2510.0,190.0,First Owner,Power,1420000.0,mitsubishi,pajero select plus 4x4 mt,69685.0, Diesel , Manual,10.0
791,1498.0,20.14,5.0,White,88.0,Disc,Drum,280.0,1469.0,1682.0,3971.0,1620.0,163.0,Second Owner,Power,700000.0,volkswagen,polo 1.5 tdi highline,70000.0, Diesel , Manual,6.0
792,1086.0,18.6,5.0,Silver,94.68,Disc,Drum,350.0,1535.0,1735.0,3995.0,1580.0,170.0,Second Owner,Power,140000.0,hyundai,santro xing xl,60000.0, Petrol , Manual,18.0
793,796.0,19.7,5.0,Other,47.33,Disc,Drum,350.0,1460.0,1480.25,3495.0,1185.0,137.0,Third Owner,Power,150000.0,maruti,alto lxi,100000.0, Petrol , Manual,15.0
794,1298.0,15.9,5.0,Silver,94.68,Disc,Drum,350.0,1535.0,1735.0,3995.0,1580.0,170.0,First Owner,Power,100000.0,maruti,esteem vx - bsii,30000.0, Petrol , Manual,17.0
795,1248.0,24.3,5.0,White,88.5,Ventilated Disc,Drum,328.0,1640.0,1790.0,3995.0,1680.0,172.0,First Owner,Power,750000.0,maruti,vitara brezza vdi option,64500.0, Diesel , Manual,6.0
796,1197.0,18.6,5.0,White,81.83,Disc,Drum,295.0,1505.0,1734.0,3985.0,1580.0,170.0,Second Owner,Power,487000.0,hyundai,i20 sportz 1.2,70473.0, Petrol , Manual,9.0
797,1198.0,17.0,5.0,Red,108.5,Disc,Drum,350.0,1607.0,1811.0,3994.0,1580.0,154.0,Second Owner,Power,1042000.0,tata,nexon 1.2 revotron xza plus dualtone,32132.0, Petrol , Automatic,4.0
798,1197.0,18.9,5.0,Maroon,82.0,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,165.0,Second Owner,Power,392000.0,hyundai,grand i10 era,46554.0, Petrol , Manual,10.0
799,1496.0,17.8,5.0,White,105.5,Disc,Disc,476.0,1495.0,1730.0,4425.0,1580.0,170.0,First Owner,Power,1019000.0,toyota,yaris v cvt bsiv,19043.0, Petrol , Automatic,5.0
800,1197.0,21.21,5.0,Grey,81.8,Disc,Drum,268.0,1530.0,1735.0,3840.0,1315.0,170.0,First Owner,Electric,551000.0,maruti,swift vxi,31457.0, Petrol , Manual,8.0
801,1496.0,17.8,5.0,Silver,105.5,Disc,Disc,476.0,1495.0,1730.0,4425.0,1580.0,170.0,First Owner,Power,1009000.0,toyota,yaris v cvt bsiv,22887.0, Petrol , Automatic,5.0
802,1461.0,20.45,5.0,Silver,83.8,Ventilated Disc,Drum,475.0,1695.0,1822.0,4315.0,1758.0,170.0,First Owner,Power,702000.0,renault,duster 85ps diesel rxl plus,71663.0, Diesel , Manual,8.0
803,1199.0,23.84,5.0,Red,84.0,Disc,Drum,242.0,1535.0,1647.0,3746.0,1580.0,151.0,First Owner,Power,451000.0,tata,tiago 1.2 revotron xta,79547.0, Petrol , Automatic,6.0
804,1197.0,20.7,5.0,Black,81.86,Disc,Drum,350.0,1520.0,1680.0,3805.0,1580.0,170.0,Second Owner,Electric,671000.0,hyundai,grand i10 nios sportz,16335.0, Petrol , Manual,3.0
805,1496.0,17.1,5.0,White,105.94,Disc,Drum,476.0,1495.0,1730.0,4425.0,1580.0,170.0,First Owner,Power,916000.0,toyota,yaris j,42156.0, Petrol , Manual,3.0
806,1197.0,19.56,5.0,Blue,81.8,Disc,Drum,339.0,1510.0,1745.0,3995.0,1360.0,170.0,First Owner,Electric,882000.0,maruti,baleno alpha cvt,14592.0, Petrol , Automatic,4.0
807,999.0,24.04,5.0,Green,67.0,Disc,Drum,300.0,1478.0,1579.0,3679.0,1580.0,159.0,First Owner,Power,479000.0,renault,kwid 1.0 amt rxt,34230.0, Petrol , Automatic,5.0
808,1498.0,18.41,5.0,Grey,147.52,Disc,Drum,521.0,1507.0,1752.0,4541.0,1685.0,170.0,First Owner,Electric,1945000.0,skoda,slavia 1.5 tsi style at,10000.0, Petrol , Automatic,1.0
809,2143.0,14.21,5.0,Maroon,203.0,Ventilated Disc,Ventilated Disc,540.0,1471.0,1854.0,4868.0,2280.0,236.0,Second Owner,Power,1325000.0,mercedes-benz,e-class e250 cdi blue efficiency,73000.0, Diesel , Automatic,13.0
810,2477.0,13.5,6.0,White,175.56,Ventilated Disc,Ventilated Drum,350.0,1840.0,1815.0,4695.0,2510.0,190.0,First Owner,Power,1595000.0,mitsubishi,pajero sport 4x4 at,112000.0, Diesel , Automatic,8.0
811,1996.0,12.4,7.0,White,167.62,Disc,Disc,350.0,1837.0,1869.0,4903.0,1580.0,170.0,First Owner,Power,3850000.0,ford,endeavour titanium plus 4x4 at,40000.0, Diesel , Automatic,3.0
812,1086.0,17.8,5.0,Few Dew,63.0,Ventilated Disc,Drum,218.0,1590.0,1525.0,3565.0,1580.0,141.0,Third Owner,Power,170000.0,hyundai,santro xing xs,79000.0, Petrol , Manual,20.0
813,1199.0,19.0,5.0,Grey,88.7,Disc,Drum,354.0,1544.0,1694.0,3955.0,1580.0,172.0,First Owner,Power,775000.0,honda,jazz 1.2 v at i vtec,64000.0, Petrol , Automatic,5.0
814,2199.0,14.11,7.0,Grey,197.26,Disc,Disc,540.0,1755.0,1985.0,4903.0,1580.0,170.0,First Owner,Power,3600000.0,kia,carnival limousine,42000.0, Diesel , Automatic,3.0
815,1086.0,16.0,5.0,Black,66.7,Disc,Drum,350.0,1550.0,1595.0,3565.0,1580.0,170.0,Second Owner,Power,300000.0,hyundai,i10 magna(o) with sun roof,75000.0, Petrol , Manual,15.0
816,1197.0,21.4,5.0,White,83.1,Disc,Drum,339.0,1510.0,1745.0,3995.0,1360.0,180.0,Second Owner,Power,716000.0,maruti,baleno 1.2 cvt delta,50739.0, Petrol , Automatic,6.0
817,1197.0,18.6,5.0,White,85.8,Ventilated Disc,Drum,232.0,1530.0,1695.0,3850.0,1415.0,160.0,First Owner,Power,528000.0,maruti,swift vxi,40325.0, Petrol , Manual,9.0
818,999.0,23.01,5.0,Green,67.0,Disc,Drum,300.0,1478.0,1579.0,3679.0,1580.0,155.0,First Owner,Power,405000.0,renault,kwid 1.0 rxt,22033.0, Petrol , Manual,6.0
819,998.0,23.1,5.0,Red,67.04,Ventilated Disc,Drum,235.0,1565.0,1635.0,3715.0,1250.0,150.0,First Owner,Power,451000.0,maruti,celerio vxi at,42797.0, Petrol , Automatic,8.0
820,1199.0,17.5,5.0,Red,88.7,Ventilated Disc,Drum,363.0,1601.0,1734.0,3999.0,1580.0,164.0,First Owner,Electric,784000.0,honda,wr-v i-vtec s,21709.0, Petrol , Manual,5.0
821,999.0,18.97,5.0,Black,108.62,Disc,Drum,460.0,1466.0,1699.0,4413.0,1670.0,170.0,First Owner,Power,923000.0,skoda,rapid 1.0 tsi ambition,11536.0, Petrol , Manual,3.0
822,1199.0,23.84,5.0,Orange,84.0,Disc,Drum,242.0,1535.0,1647.0,3746.0,1580.0,150.0,First Owner,Power,533000.0,tata,tiago 1.2 revotron xz,32970.0, Petrol , Manual,5.0
823,998.0,23.1,5.0,White,67.04,Ventilated Disc,Drum,235.0,1565.0,1635.0,3715.0,1250.0,150.0,First Owner,Power,495000.0,maruti,celerio vxi at optional,40003.0, Petrol , Automatic,7.0
824,2179.0,15.4,7.0,White,120.0,Disc,Drum,460.0,1845.7999999999997,1820.0,4456.0,2510.0,150.0,First Owner,Power,869999.9999999999,mahindra,scorpio s8 7 seater,120165.09999999999, Diesel , Manual,9.0
825,814.0,21.1,5.0,Silver,55.2,Disc,Drum,215.0,1500.0,1550.0,3495.0,1580.0,135.0,First Owner,Power,375000.0,hyundai,eon era plus,41937.0, Petrol , Manual,8.0
826,1496.0,17.8,5.0,Brown,105.5,Disc,Disc,476.0,1495.0,1730.0,4425.0,1580.0,170.0,First Owner,Power,985000.0,toyota,yaris v cvt bsiv,23240.0, Petrol , Automatic,5.0
827,1086.0,20.3,5.0,Blue,68.05,Disc,Drum,235.0,1560.0,1645.0,3610.0,1580.0,170.0,Second Owner,Electric,585000.0,hyundai,santro sportz amt,21939.0, Petrol , Automatic,3.0
828,1248.0,18.6,5.0,White,94.68,Disc,Drum,350.0,1535.0,1735.0,3995.0,1580.0,170.0,First Owner,Power,1160000.0,toyota,yaris vx cvt,37615.0, Petrol , Automatic,5.0
829,1086.0,19.81,5.0,Other,68.05,Ventilated Disc,Drum,225.0,1550.0,1595.0,3585.0,1580.0,165.0,Second Owner,Power,195000.0,hyundai,i10 era,70000.0, Petrol , Manual,15.0
830,1497.0,20.1,5.0,Silver,115.05,Disc,Disc,350.0,1627.0,1821.0,3995.0,1580.0,170.0,First Owner,Power,1300000.0,mahindra,xuv300 w8 option diesel,25000.0, Diesel , Manual,2.0
831,1061.0,18.9,5.0,Other,67.0,Ventilated Disc,Drum,350.0,1700.0,1480.25,3595.0,1350.0,170.0,Fourth Owner,Power,175000.0,maruti,wagon r lxi minor,75000.0, Petrol , Manual,13.0
832,2179.0,15.1,7.0,Maroon,152.87,Ventilated Disc,Disc,350.0,1785.0,1890.0,4585.0,2510.0,170.0,Second Owner,Power,1845000.0,mahindra,xuv500 w11 at bsiv,53363.0, Diesel , Automatic,5.0
833,1197.0,22.0,5.0,Red,81.8,Disc,Drum,268.0,1530.0,1735.0,3840.0,1315.0,170.0,First Owner,Power,645000.0,maruti,swift vxi bsiv,33000.0, Petrol , Manual,7.0
834,1498.0,20.14,5.0,White,88.0,Disc,Drum,280.0,1469.0,1682.0,3971.0,1620.0,163.0,Third Owner,Power,725000.0,volkswagen,polo 1.5 tdi comfortline,86000.0, Diesel , Manual,5.0
835,1497.0,21.5,5.0,White,108.5,Disc,Drum,350.0,1607.0,1811.0,3994.0,1580.0,154.0,First Owner,Power,835000.0,tata,nexon 1.5 revotorq xm,69374.0, Diesel , Manual,5.0
836,1197.0,20.7,5.0,Blue,81.86,Disc,Drum,350.0,1520.0,1680.0,3805.0,1580.0,170.0,First Owner,Electric,792000.0,hyundai,grand i10 nios asta,9983.0, Petrol , Manual,3.0
837,998.0,26.029999999999998,5.0,White,58.33,Disc,Drum,341.0,1675.0,1620.0,3655.0,1340.0,170.0,First Owner,Power,613000.0,maruti,wagon r cng lxi,28061.0, CNG , Manual,2.0
838,1199.0,19.33,5.0,White,86.83,Disc,Drum,345.0,1523.0,1755.0,3990.0,1580.0,170.0,First Owner,Electric,776000.0,tata,altroz xm plus,19763.0, Petrol , Manual,2.0
839,1197.0,17.52,5.0,Blue,81.86,Disc,Drum,350.0,1605.0,1770.0,3995.0,1580.0,170.0,First Owner,Electric,874000.0,hyundai,venue s,23241.0, Petrol , Manual,3.0
840,1497.0,17.3,7.0,White,121.0,Disc,Disc,190.0,1774.0,1866.0,4585.0,1580.0,145.0,First Owner,Power,1240000.0,mahindra,marazzo m8,75652.0, Diesel , Manual,5.0
841,1197.0,18.9,5.0,Yellow,82.0,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,165.0,First Owner,Power,438999.99999999994,hyundai,grand i10 asta,76045.0, Petrol , Manual,9.0
842,1197.0,18.9,5.0,Maroon,82.0,Disc,Drum,256.0,1520.0,1660.0,3765.0,1580.0,165.0,Second Owner,Power,484000.0,hyundai,grand i10 asta,58487.0, Petrol , Manual,8.0
843,1193.0,17.57,5.0,White,88.7,Disc,Drum,390.0,1570.0,1706.0,3995.0,1580.0,154.0,First Owner,Power,469000.00000000006,tata,zest revotron 1.2 xt,78624.0, Petrol , Manual,7.0
844,1199.0,19.0,5.0,Grey,88.7,Disc,Drum,354.0,1544.0,1694.0,3955.0,1580.0,172.0,First Owner,Power,755000.0,honda,jazz 1.2 v at i vtec,64374.0, Petrol , Automatic,5.0
845,998.0,20.51,5.0,Red,67.04,Ventilated Disc,Drum,180.0,1700.0,1495.0,3599.0,1350.0,152.0,First Owner,Power,436000.00000000006,maruti,wagon r vxi optional,57959.0, Petrol , Manual,8.0
846,2179.0,15.4,7.0,White,136.78,Ventilated Disc,Drum,350.0,1845.7999999999997,1820.0,4456.0,2510.0,170.0,First Owner,Power,1693000.0,mahindra,scorpio s11,66778.0, Diesel , Manual,3.0
847,999.0,16.35,5.0,Blue,108.62,Disc,Drum,494.0,1467.0,1699.0,4390.0,1700.0,170.0,Second Owner,Electronic,1238000.0,volkswagen,vento 1.0 tsi highline plus at,25462.0, Petrol , Automatic,2.0
848,2143.0,17.9,5.0,White,170.0,Disc,Drum,550.0,1639.0,1890.0,4656.0,2505.0,210.0,First Owner,Power,4200000.0,mercedes-benz,glc 220d 4matic sport,48000.0, Diesel , Automatic,6.0
849,998.0,18.15,5.0,Blue,118.35,Disc,Drum,350.0,1605.0,1770.0,3995.0,1580.0,170.0,First Owner,Power,1100000.0,hyundai,venue sx plus turbo dct bsiv,10000.0, Petrol , Automatic,4.0
850,999.0,18.6,5.0,Other,94.68,Disc,Drum,350.0,1535.0,1735.0,3995.0,1580.0,170.0,Second Owner,Power,85000.0,hyundai,santro gls i - euro ii,70000.0, Petrol , Manual,5.0
851,1968.0,17.68,5.0,White,174.33,Ventilated Disc,Ventilated Disc,530.0,1455.0,2060.0,4903.0,2165.0,222.0,First Owner,Power,2950000.0,audi,a6 35 tdi technology,62000.0, Diesel , Automatic,8.0
852,1984.0,18.6,5.0,Blue,187.74,Disc,Disc,350.0,1548.0,1805.0,4318.0,2045.0,228.0,First Owner,Power,3650000.0,audi,q2 premium plus i,7000.0, Petrol , Automatic,2.0
853,999.0,20.0,7.0,Silver,71.01,Disc,Drum,84.0,1643.0,1739.0,3991.0,1580.0,170.0,Third Owner,Electric,750000.0,renault,triber rxz,30000.0, Petrol , Manual,2.0
854,1984.0,15.81,5.0,White,187.74,Disc,Disc,600.0,1469.0,1829.0,4689.0,2017.0,170.0,First Owner,Electric,2995000.0,skoda,octavia style,3994.15, Petrol , Automatic,1.0
855,1497.0,17.0,5.0,Red,118.0,Disc,Drum,506.0,1480.0,1695.0,4420.0,1580.0,170.0,First Owner,Power,975000.0,honda,city 1.5 v mt exclusive,16972.0, Petrol , Manual,4.0
856,1199.0,23.84,5.0,Brown,84.0,Disc,Drum,242.0,1535.0,1647.0,3746.0,1580.0,150.0,First Owner,Power,544000.0,tata,tiago 1.2 revotron xz,29820.0, Petrol , Manual,5.0
857,998.0,23.1,5.0,Grey,67.04,Ventilated Disc,Drum,235.0,1565.0,1635.0,3715.0,1250.0,150.0,First Owner,Power,468000.0,maruti,celerio vxi at optional,63007.0, Petrol , Automatic,7.0
858,1497.0,15.4,7.0,Maroon,117.3,Disc,Drum,223.0,1666.0,1735.0,4453.0,1580.0,170.0,Second Owner,Power,892000.0,honda,br-v i-vtec v cvt,66782.0, Petrol , Automatic,6.0
859,1497.0,17.8,5.0,Silver,117.3,Disc,Drum,510.0,1495.0,1695.0,4440.0,1580.0,195.0,First Owner,Power,799000.0,honda,city i vtec v,57347.0, Petrol , Manual,6.0
860,1197.0,21.21,5.0,White,81.8,Disc,Drum,268.0,1530.0,1735.0,3840.0,1315.0,170.0,Second Owner,Electric,691000.0,maruti,swift vxi,10628.0, Petrol , Manual,5.0
861,1197.0,21.21,5.0,Blue,81.8,Disc,Drum,378.0,1515.0,1735.0,3995.0,1315.0,170.0,Second Owner,Power,787000.0,maruti,swift dzire amt zxi plus,22430.0, Petrol , Automatic,5.0
862,1197.0,21.4,5.0,Red,83.1,Disc,Drum,339.0,1510.0,1745.0,3995.0,1340.0,180.0,First Owner,Power,581000.0,maruti,baleno 1.2 delta,76460.0, Petrol , Manual,6.0
863,1498.0,14.99,5.0,Red,104.5,Disc,Drum,475.0,1695.0,1822.0,4315.0,1770.0,160.0,Second Owner,Power,783000.0,renault,duster petrol rxs cvt,32975.0, Petrol , Automatic,6.0
864,1197.0,20.5,5.0,White,81.86,Disc,Drum,350.0,1520.0,1680.0,3995.0,1580.0,170.0,First Owner,Electric,772000.0,hyundai,aura s,9206.0, Petrol , Manual,1.0
865,998.0,20.51,5.0,Grey,67.04,Ventilated Disc,Drum,180.0,1700.0,1495.0,3599.0,1350.0,152.0,Second Owner,Power,404000.0,maruti,wagon r vxi bs iv,46217.0, Petrol , Manual,8.0
866,1194.0,19.0,5.0,Brown,94.68,Ventilated Disc,Drum,257.0,1570.0,1737.0,3954.0,1580.0,144.0,First Owner,Power,671000.0,ford,freestyle titanium petrol bsiv,19918.0, Petrol , Manual,4.0
867,1197.0,18.6,5.0,Black,85.8,Ventilated Disc,Drum,232.0,1530.0,1695.0,3850.0,1415.0,160.0,First Owner,Power,401999.99999999994,maruti,swift vxi,75318.0, Petrol , Manual,12.0
868,1086.0,19.81,5.0,Grey,68.05,Ventilated Disc,Drum,225.0,1550.0,1595.0,3585.0,1580.0,165.0,Third Owner,Power,224000.00000000003,hyundai,i10 era,60000.0, Petrol , Manual,12.0
869,1298.0,16.1,5.0,White,88.2,Ventilated Disc,Drum,232.0,1530.0,1690.0,3760.0,1415.0,160.0,First Owner,Power,250000.0,maruti,swift 1.3 zxi,120000.0, Petrol , Manual,17.0
870,1451.0,13.96,5.0,White,141.0,Disc,Disc,587.0,1760.0,1835.0,4655.0,1580.0,170.0,First Owner,Power,1775000.0,mg,hector sharp dct,14819.0, Petrol , Automatic,3.0
871,998.0,20.51,5.0,Maroon,67.04,Ventilated Disc,Drum,180.0,1670.0,1480.25,3636.0,1350.0,150.0,Third Owner,Power,365000.0,maruti,wagon r stingray vxi,59901.0, Petrol , Manual,7.0
872,1968.0,12.8,5.0,Black,167.6,Ventilated Disc,Ventilated Disc,350.0,1653.0,1898.0,4629.0,1580.0,200.0,Second Owner,Power,1800000.0,audi,q5 2.0 tdi,72000.0, Diesel , Automatic,11.0
873,2967.0,12.55,7.0,White,168.5,Ventilated Disc,Drum,296.0,1845.7999999999997,1840.0,4705.0,2510.0,176.0,Second Owner,Power,1375000.0,toyota,fortuner 4x4 mt,120165.09999999999, Diesel , Manual,11.0
874,2967.0,11.5,7.0,White,197.0,Disc,Disc,350.0,1837.0,1860.0,4892.0,1580.0,160.0,Second Owner,Power,2850000.0,ford,endeavour 3.2 titanium at 4x4,80000.0, Diesel , Automatic,6.0
875,999.0,18.41,5.0,Red,113.98,Disc,Drum,385.0,1612.0,1760.0,4221.0,1670.0,170.0,First Owner,Electric,1595000.0,volkswagen,taigun 1.0 tsi highline at,5361.0, Petrol , Automatic,2.0
876,1496.0,17.1,5.0,Grey,105.5,Disc,Disc,476.0,1495.0,1730.0,4425.0,1580.0,170.0,First Owner,Power,969000.0,toyota,yaris vx bsiv,16110.0, Petrol , Manual,5.0
877,1197.0,17.52,5.0,Grey,81.86,Disc,Drum,350.0,1605.0,1770.0,3995.0,1580.0,170.0,First Owner,Electric,811000.0,hyundai,venue s,44735.0, Petrol , Manual,2.0
878,1197.0,18.6,5.0,Maroon,81.83,Disc,Drum,295.0,1505.0,1734.0,3985.0,1580.0,170.0,First Owner,Power,730000.0,hyundai,i20 1.2 asta,30673.0, Petrol , Manual,5.0
879,1197.0,18.6,5.0,Maroon,85.8,Ventilated Disc,Drum,232.0,1530.0,1695.0,3850.0,1415.0,160.0,First Owner,Power,461000.00000000006,maruti,swift vxi,67294.0, Petrol , Manual,11.0
880,1497.0,21.5,5.0,White,108.5,Disc,Drum,350.0,1607.0,1811.0,3994.0,1580.0,154.0,First Owner,Power,1083000.0,tata,nexon 1.5 revotorq xza plus,69466.0, Diesel , Automatic,4.0
881,999.0,22.5,5.0,Red,67.0,Disc,Drum,222.0,1541.0,1560.0,3445.0,1580.0,170.0,First Owner,Power,312000.0,datsun,redigo 1.0 t option,45929.0, Petrol , Manual,6.0
882,1197.0,19.1,5.0,Golden,85.8,Ventilated Disc,Drum,320.0,1555.0,1695.0,3995.0,1415.0,169.0,Second Owner,Power,468000.0,maruti,swift dzire vxi,36937.0, Petrol , Manual,10.0
883,796.0,22.05,5.0,Silver,47.33,Disc,Drum,350.0,1475.0,1515.0,3445.0,1185.0,170.0,Second Owner,Power,461000.00000000006,maruti,alto 800 vxi plus,13159.0, Petrol , Manual,2.0
884,1199.0,23.84,5.0,White,84.0,Disc,Drum,242.0,1535.0,1647.0,3746.0,1580.0,150.0,Second Owner,Power,527000.0,tata,tiago 1.2 revotron xz,29178.0, Petrol , Manual,6.0
885,1198.0,17.0,5.0,Red,108.5,Disc,Drum,350.0,1607.0,1811.0,3994.0,1580.0,154.0,First Owner,Power,1032000.0,tata,nexon 1.2 revotron xza plus dualtone,34723.0, Petrol , Automatic,5.0
886,1198.0,17.0,5.0,White,108.5,Disc,Drum,350.0,1607.0,1811.0,3994.0,1580.0,154.0,Second Owner,Power,782000.0,tata,nexon 1.2 revotron xm,44369.0, Petrol , Manual,5.0
887,1197.0,18.6,5.0,Red,85.8,Ventilated Disc,Drum,232.0,1530.0,1695.0,3850.0,1415.0,160.0,First Owner,Power,458000.0,maruti,swift vxi,46693.0, Petrol , Manual,11.0
888,1598.0,20.54,5.0,Silver,103.6,Disc,Drum,480.0,1466.0,1699.0,4384.0,1760.0,186.0,Fourth Owner,Power,450000.0,volkswagen,vento diesel highline,90000.0, Diesel , Manual,11.0
889,1451.0,13.96,5.0,White,141.0,Disc,Disc,587.0,1760.0,1835.0,4655.0,1580.0,170.0,Second Owner,Power,1550000.0,mg,hector sharp dct,35000.0, Petrol , Automatic,4.0
890,2143.0,17.9,5.0,Red,170.0,Disc,Disc,481.0,1494.0,1804.0,4424.0,2075.0,218.0,Second Owner,Power,2950000.0,mercedes-benz,gla class 220 d 4matic,37000.0, Diesel , Automatic,5.0
891,1497.0,17.8,5.0,Grey,117.3,Disc,Drum,510.0,1495.0,1695.0,4440.0,1580.0,195.0,First Owner,Power,750000.0,honda,city i vtec vx option,64000.0, Petrol , Manual,8.0
892,1995.0,22.69,5.0,White,187.74,Disc,Disc,480.0,1508.0,2047.0,4824.0,1580.0,236.0,Second Owner,Power,2675000.0,bmw,3 series 320d edition sport,68000.0, Diesel , Automatic,6.0
893,1493.0,17.45,7.0,Silver,100.0,Disc,Drum,412.0,1845.7999999999997,1850.0,3985.0,2220.0,156.0,First Owner,Power,500000.0,mahindra,nuvosport n8,120000.0, Diesel , Manual,6.0
894,1198.0,18.0,5.0,Maroon,86.7,Disc,Drum,400.0,1505.0,1680.0,3990.0,1580.0,160.0,First Owner,Power,395000.0,honda,amaze sx i-vtec,87059.0, Petrol , Manual,9.0
895,1968.0,18.25,5.0,White,187.74,Ventilated Disc,Disc,480.0,1427.0,1842.0,4726.0,2075.0,236.0,Second Owner,Power,2475000.0,audi,a4 35 tdi premium plus,70000.0, Diesel , Automatic,7.0
896,1248.0,17.8,5.0,Black,94.68,Disc,Drum,350.0,1535.0,1735.0,3995.0,1580.0,170.0,Second Owner,Power,339000.0,maruti,swift vdi bsiv w abs,90713.0, Diesel , Manual,12.0
897,1199.0,18.7,5.0,Black,88.7,Disc,Drum,354.0,1544.0,1694.0,3955.0,1580.0,172.0,Second Owner,Power,637000.0,honda,jazz 1.2 v i vtec,45849.0, Petrol , Manual,6.0
898,1194.0,18.5,5.0,White,94.93,Ventilated Disc,Drum,257.0,1570.0,1737.0,3954.0,1580.0,170.0,First Owner,Electric,696000.0,ford,freestyle titanium,13159.0, Petrol , Manual,3.0
899,1496.0,17.1,5.0,White,105.5,Disc,Disc,476.0,1495.0,1730.0,4425.0,1580.0,170.0,Second Owner,Power,930000.0000000001,toyota,yaris v bsiv,18231.0, Petrol , Manual,5.0
